point	county_name	state_name
40.56187935122501, -74.13839362912717	Richmond County	New York
36.3411216131673, -76.16095040515478	Camden County	North Carolina
34.936534600961174, -77.93302786508391	Duplin County	North Carolina
35.91288051568842, -77.59705899300843	Edgecombe County	North Carolina
36.01320370075936, -82.16358126128986	Mitchell County	North Carolina
35.83926440350036, -76.56930981966828	Washington County	North Carolina
48.234572756227514, -100.63628918296466	McHenry County	North Dakota
47.92168120330687, -98.19203252434464	Nelson County	North Dakota
41.125979499452455, -81.53216702093073	Summit County	Ohio
44.645843506628246, -123.90765476181853	Lincoln County	Oregon
40.918954055343946, -77.81996335990756	Centre County	Pennsylvania
41.19238973925333, -79.42096337186275	Clarion County	Pennsylvania
32.35704825563427, -80.69219893401178	Beaufort County	South Carolina
44.076349919666306, -99.20495578668285	Buffalo County	South Dakota
45.5803501452234, -103.4957675690146	Harding County	South Dakota
43.34588106519492, -99.88396543192553	Tripp County	South Dakota
36.11844289254386, -84.1984628261635	Anderson County	Tennessee
35.1808087989929, -85.1647573373291	Hamilton County	Tennessee
35.76054160455392, -89.63050643668235	Lauderdale County	Tennessee
29.808180017293793, -98.27824571634923	Comal County	Texas
31.42849757924798, -102.5155684635564	Crane County	Texas
28.422536011298146, -99.75672608250623	Dimmit County	Texas
33.14955601369974, -95.56395045056735	Hopkins County	Texas
32.3062117641428, -100.92122869509576	Mitchell County	Texas
30.897452539071015, -100.53854615179822	Schleicher County	Texas
32.222215367241944, -97.77455339279118	Somervell County	Texas
32.735865082002775, -98.83617322595966	Stephens County	Texas
29.35733614877978, -99.76220531283057	Uvalde County	Texas
30.21453014662072, -96.4034436783331	Washington County	Texas
29.277861571710297, -96.22210441686948	Wharton County	Texas
40.33079444739753, -111.16819997116609	Wasatch County	Utah
44.85764584824281, -72.9132011331134	Franklin County	Vermont
37.76493907283296, -75.75655707686259	Accomack County	Virginia
37.701715924765786, -76.42022824089504	Lancaster County	Virginia
39.09067579977503, -77.63570527418364	Loudoun County	Virginia
37.41731090834455, -76.2712866316946	Mathews County	Virginia
37.505210793817376, -76.99733969892416	New Kent County	Virginia
36.701843381046565, -76.63404583196493	Suffolk city	Virginia
38.06741659032181, -78.90135382659066	Waynesboro city	Virginia
46.55142531865657, -123.77966722769537	Pacific County	Washington
40.273818009677726, -80.57642063058634	Brooke County	West Virginia
39.56043279080567, -78.25773262747306	Morgan County	West Virginia
40.09692139991667, -80.61905758788998	Ohio County	West Virginia
44.89828574855606, -89.75905901690456	Marathon County	Wisconsin
44.303970230539115, -91.35845468455017	Trempealeau County	Wisconsin
44.24833847772158, -105.54831355117919	Campbell County	Wyoming
-14.208435847974725, -169.53673494247033	Manu'a District	American Samoa
18.20170625586183, -66.30987178796106	Barranquitas Municipio	Puerto Rico
17.973388173713584, -66.13634328525501	Guayama Municipio	Puerto Rico
18.27100315774814, -66.70244664871895	Utuado Municipio	Puerto Rico
36.8532161398343, -88.97105870240733	Carlisle County	Kentucky
38.11789126480352, -83.09761614761369	Elliott County	Kentucky
38.59517321934473, -83.82424666203325	Mason County	Kentucky
37.419204677978314, -83.68311145996898	Owsley County	Kentucky
30.203613374749235, -90.9113099905599	Ascension Parish	Louisiana
32.82278975475227, -92.99573770422153	Claiborne Parish	Louisiana
30.62664595872134, -90.40566282942396	Tangipahoa Parish	Louisiana
39.62146980736233, -78.6975592414555	Allegany County	Maryland
38.82951249474323, -76.84729239040094	Prince George's County	Maryland
47.715282303768625, -88.2521508071482	Keweenaw County	Michigan
42.6727950150511, -82.91017531417526	Macomb County	Michigan
43.996067685432024, -86.54509227476869	Mason County	Michigan
43.31093961564954, -85.15248120111289	Montcalm County	Michigan
45.44931310463323, -83.52775642990606	Presque Isle County	Michigan
47.32523613341061, -95.80904993273141	Mahnomen County	Minnesota
45.03889477026962, -92.88381370191152	Washington County	Minnesota
43.97842823505108, -94.61406062298981	Watonwan County	Minnesota
31.17439659365865, -90.80443184798334	Amite County	Mississippi
37.32219070444757, -90.02594735882822	Bollinger County	Missouri
48.36945606250346, -97.72132395413196	Walsh County	North Dakota
41.45267791018632, -82.15135434382854	Lorain County	Ohio
39.965421859068385, -81.94438275192246	Muskingum County	Ohio
39.25098484373416, -82.48535005719431	Vinton County	Ohio
36.798474753713975, -95.61735592654199	Nowata County	Oklahoma
43.06408488005519, -118.96788853440022	Harney County	Oregon
37.77326655227971, -86.42926775465963	Breckinridge County	Kentucky
37.20728068041992, -86.68175580040001	Butler County	Kentucky
37.8110306119396, -84.8744366016005	Mercer County	Kentucky
38.03352249297364, -83.9130887395757	Montgomery County	Kentucky
31.076297633151206, -92.00142110824694	Avoyelles Parish	Louisiana
31.676786040421277, -92.16044399125954	LaSalle Parish	Louisiana
43.99778733330349, -69.52575919711468	Lincoln County	Maine
45.51385672406892, -69.95881465131814	Somerset County	Maine
38.99415809013347, -76.56759928909436	Anne Arundel County	Maryland
39.44307215435126, -76.61632201906527	Baltimore County	Maryland
44.68362336659051, -83.12900737500385	Alcona County	Michigan
45.0073838910158, -85.17582210504706	Antrim County	Michigan
43.7213655407696, -83.9418350306143	Bay County	Michigan
42.246539397027824, -85.00558351724982	Calhoun County	Michigan
47.57776907293466, -95.37899695775317	Clearwater County	Minnesota
44.02259467678634, -92.86209208203547	Dodge County	Minnesota
33.44852594938966, -89.92019785162779	Carroll County	Mississippi
31.23081732493946, -89.82244299747263	Marion County	Mississippi
31.51469446272932, -85.24140627237459	Henry County	Alabama
39.433623727289785, -123.4315540142874	Mendocino County	California
34.84143803255732, -116.17847904327682	San Bernardino County	California
36.22019067405342, -118.80046141858087	Tulare County	California
39.599307218157364, -107.90395624753056	Garfield County	Colorado
39.202379548172786, -106.34483775146224	Lake County	Colorado
37.338433944301414, -108.59666990985005	Montezuma County	Colorado
40.26274433674725, -103.80982221798521	Morgan County	Colorado
39.11933851051294, -105.7172434679742	Park County	Colorado
28.716967458394247, -81.23631927619054	Seminole County	Florida
33.5827979691481, -85.07976306394724	Carroll County	Georgia
34.24394019721786, -84.47620172553042	Cherokee County	Georgia
34.26316247509432, -85.21427883856651	Floyd County	Georgia
34.350898412105536, -82.96424783640704	Hart County	Georgia
32.3583826301901, -84.04247929114747	Macon County	Georgia
38.94149095175923, -91.47020888928968	Montgomery County	Missouri
40.360773921011244, -94.88343372475708	Nodaway County	Missouri
37.7071367937868, -89.82441130184017	Perry County	Missouri
39.343835062028774, -91.17136313550239	Pike County	Missouri
37.362326578333736, -90.9690829563841	Reynolds County	Missouri
46.148459815276595, -112.09378444636722	Jefferson County	Montana
47.04544333383647, -110.26604707034815	Judith Basin County	Montana
45.30069151209351, -111.92025637190636	Madison County	Montana
47.03652514303575, -113.92374127976295	Missoula County	Montana
41.545938880464746, -103.71046015091274	Banner County	Nebraska
42.21975353894088, -103.08570350756045	Box Butte County	Nebraska
42.49309874726923, -96.86772088691532	Dixon County	Nebraska
42.87882920136328, -99.71234984729291	Keya Paha County	Nebraska
41.56656774153177, -100.4827387732535	Logan County	Nebraska
40.85093741193255, -101.64959992010826	Perkins County	Nebraska
35.80704330708991, -80.87344732135347	Iredell County	North Carolina
35.150467159408805, -83.42217619889816	Macon County	North Carolina
46.977451978775086, -100.46873770818911	Burleigh County	North Dakota
46.28503908626079, -100.23874080979978	Emmons County	North Dakota
47.60695084421301, -101.32180396550947	McLean County	North Dakota
46.716058174070966, -101.28111859402358	Morton County	North Dakota
46.26463749594769, -96.94826163926703	Richland County	North Dakota
40.27839476753363, -83.00487840473872	Delaware County	Ohio
40.39876737387613, -82.42153610045078	Knox County	Ohio
40.855398169338464, -84.58609889392969	Van Wert County	Ohio
34.29023138358721, -98.37224302239842	Cotton County	Oklahoma
34.482313891368605, -97.06790598664067	Murray County	Oklahoma
40.49525841547999, -78.71346691614808	Cambria County	Pennsylvania
41.17700463892245, -75.9891745641081	Luzerne County	Pennsylvania
41.87136822551258, -71.57852005894989	Providence County	Rhode Island
41.396495469144746, -71.61965754920682	Washington County	Rhode Island
33.21477106931272, -81.05423384735403	Bamberg County	South Carolina
33.67485505042073, -80.78028038538372	Calhoun County	South Carolina
33.61992552723501, -79.72771194997254	Williamsburg County	South Carolina
43.71805881821176, -99.08093543186641	Brule County	South Dakota
43.6747377473658, -98.14598689331424	Davison County	South Dakota
45.76637366110754, -99.22145535350808	McPherson County	South Dakota
44.02344491090954, -98.09137501174617	Sanborn County	South Dakota
43.193403729856726, -100.71842851277356	Todd County	South Dakota
35.15496070413047, -86.09217531262169	Franklin County	Tennessee
35.42474457240247, -84.61747497089355	McMinn County	Tennessee
36.25053416483276, -85.95671496709639	Smith County	Tennessee
36.29329654203532, -82.4974203227362	Washington County	Tennessee
35.40350785539002, -101.35418307646763	Carson County	Texas
31.704894075433845, -96.14909219651356	Freestone County	Texas
29.379985656762496, -94.86272150593011	Galveston County	Texas
32.37900031858606, -97.36654723505872	Johnson County	Texas
33.616475674079716, -100.25585010966257	King County	Texas
28.345069303034446, -99.09966282248993	La Salle County	Texas
28.785650509736442, -96.00398085225486	Matagorda County	Texas
31.86916001032928, -102.03160932530916	Midland County	Texas
28.32157565184028, -97.15952122663344	Refugio County	Texas
32.735972900363805, -99.35406705208503	Shackelford County	Texas
31.50946549043614, -103.10242516552425	Ward County	Texas
33.98799703199012, -98.70355077921306	Wichita County	Texas
33.2158996448807, -97.65446219460907	Wise County	Texas
38.357013786751494, -113.23571993960773	Beaver County	Utah
40.88733656617055, -109.50770836834525	Daggett County	Utah
40.86819351502104, -110.95589373562771	Summit County	Utah
37.84189458549305, -78.27718631317035	Fluvanna County	Virginia
36.66604053866448, -80.9175876704368	Galax city	Virginia
37.204265660606204, -77.39133807176252	Petersburg city	Virginia
39.28352956044192, -80.3798751018704	Harrison County	West Virginia
39.41472160260406, -78.94374652161689	Mineral County	West Virginia
45.667320687111186, -88.77039498976796	Forest County	Wisconsin
46.31705557919803, -90.26445285673383	Iron County	Wisconsin
45.350895654593614, -88.00222068388132	Marinette County	Wisconsin
43.94571586744571, -90.61782437574678	Monroe County	Wisconsin
45.475142762442474, -91.1331321926314	Rusk County	Wisconsin
45.03398201830149, -92.45257710163672	St. Croix County	Wisconsin
44.78915593390169, -88.76543554539744	Shawano County	Wisconsin
13.442759631845515, 144.7694517808504	Guam	Guam
18.480290350334343, -67.14471998147913	Aguadilla Municipio	Puerto Rico
18.441028904193065, -66.79771507254326	Hatillo Municipio	Puerto Rico
18.328725929603433, -66.97121919870287	San Sebastián Municipio	Puerto Rico
34.00178447303318, -85.18815339860336	Polk County	Georgia
32.969535637140325, -82.79589909070053	Washington County	Georgia
48.300024968614245, -116.60106154194641	Bonner County	Idaho
42.68990460194257, -114.26394123267364	Jerome County	Idaho
46.32684921279799, -116.75027725583666	Nez Perce County	Idaho
39.96176163889763, -90.75035563297206	Brown County	Illinois
41.74610544854894, -89.30030940467925	Lee County	Illinois
42.35182916871325, -89.66225445077635	Stephenson County	Illinois
38.07963605426719, -86.638029760281	Perry County	Indiana
38.82611988224333, -85.03698731398926	Switzerland County	Indiana
39.625545739257, -84.92514208608657	Union County	Indiana
40.346903371578975, -87.35331468193326	Warren County	Indiana
40.74768902469993, -92.40971734962804	Davis County	Iowa
41.33661245728681, -95.54239307655993	Pottawattamie County	Iowa
39.349714320450346, -97.16517240109707	Clay County	Kansas
38.88465949646802, -95.29260632933469	Douglas County	Kansas
38.91733649201013, -101.14839119070778	Logan County	Kansas
39.39326597948231, -98.20936526226035	Mitchell County	Kansas
39.350333894363324, -98.76798991174506	Osborne County	Kansas
37.68476160082598, -97.4609688048987	Sedgwick County	Kansas
39.80596548509309, -91.62234831590013	Marion County	Missouri
36.85561107952356, -89.94433122490729	Stoddard County	Missouri
48.62820760058357, -110.1112345649381	Hill County	Montana
46.856415166987695, -112.93615794535269	Powell County	Montana
48.65533106308757, -111.69564425912563	Toole County	Montana
41.61942114795514, -102.33540777100329	Garden County	Nebraska
43.51796879156852, -71.42269330718743	Belknap County	New Hampshire
44.68949479674942, -71.30553308349353	Coos County	New Hampshire
39.46882963326812, -74.63373030263523	Atlantic County	New Jersey
42.2573734515223, -78.02754899145238	Allegany County	New York
43.010326729915455, -76.57435822441258	Cayuga County	New York
43.785133357846746, -75.44863239236119	Lewis County	New York
35.66493674800413, -75.68523334012714	Dare County	North Carolina
46.11012505681647, -98.50470454888942	Dickey County	North Dakota
47.356786289739915, -102.6182053572558	Dunn County	North Dakota
40.56091153440852, -84.22174374734497	Auglaize County	Ohio
40.385019574531654, -80.76097250012285	Jefferson County	Ohio
40.52408656977197, -82.79406794787917	Morrow County	Ohio
40.774684302607625, -82.53648452160763	Richland County	Ohio
35.04836291013264, -96.25018807089242	Hughes County	Oklahoma
34.91638411743501, -98.98092150638523	Kiowa County	Oklahoma
35.61613922670213, -95.37947398661109	Muskogee County	Oklahoma
41.6847068283012, -80.10622071013498	Crawford County	Pennsylvania
33.7722263615644, -81.96643800404905	Edgefield County	South Carolina
33.90228908721278, -81.2721821300263	Lexington County	South Carolina
36.05919517401563, -89.41367414848642	Dyer County	Tennessee
36.27625862770229, -83.5096207355656	Grainger County	Tennessee
35.37114823149522, -85.41058718700162	Sequatchie County	Tennessee
32.30503569127855, -102.63781521404604	Andrews County	Texas
31.768627380974465, -106.23481764708238	El Paso County	Texas
32.7428201607018, -100.40216818526652	Fisher County	Texas
31.869462647964287, -101.52080216081876	Glasscock County	Texas
34.070512521860145, -101.82688133989342	Hale County	Texas
34.29029388830981, -99.7457167576196	Hardeman County	Texas
29.99980265493563, -104.2405216492585	Presidio County	Texas
32.107679096088695, -94.76184569322791	Rusk County	Texas
33.17748996421764, -99.2123700901277	Throckmorton County	Texas
38.0267029326556, -77.34713780416823	Caroline County	Virginia
37.125791390692214, -82.35035344841651	Dickenson County	Virginia
36.931601149475995, -80.36256571367576	Floyd County	Virginia
36.68277256948198, -79.87395245305586	Henry County	Virginia
37.62270768063495, -76.50591323666298	Middlesex County	Virginia
38.03749116852299, -78.48550053911812	Charlottesville city	Virginia
37.26917570226388, -76.70760335671062	Williamsburg city	Virginia
45.87380531851575, -120.78920730072204	Klickitat County	Washington
46.577768112669894, -122.39263834704904	Lewis County	Washington
39.4640668760816, -78.0275427727262	Berkeley County	West Virginia
39.02242129240275, -81.37862413741216	Wirt County	West Virginia
44.081603461172, -88.21805806059663	Calumet County	Wisconsin
43.718928963121364, -108.44209711663571	Hot Springs County	Wyoming
-14.26745512470425, -170.6273326773463	Eastern District	American Samoa
14.94652944399595, 145.6048454988258	Tinian Municipality	Commonwealth of the Northern Mariana Islands
18.097304662716827, -66.36016973593019	Coamo Municipio	Puerto Rico
18.317084594350995, -66.42029268001096	Morovis Municipio	Puerto Rico
33.09226504309502, -84.38923477386248	Pike County	Georgia
39.27334676576621, -88.24019828501095	Cumberland County	Illinois
38.599985369058096, -86.10530647065313	Washington County	Indiana
42.731566111144545, -92.79019343225097	Butler County	Iowa
41.33445203053926, -93.09943737407204	Marion County	Iowa
37.88573494037434, -95.30138897035029	Allen County	Kansas
39.7852409484068, -101.07570512605032	Rawlins County	Kansas
38.14497382912942, -83.74266775001679	Bath County	Kentucky
38.969866572066515, -84.72783915027277	Boone County	Kentucky
37.47819169406167, -86.8488902425608	Ohio County	Kentucky
38.196256032980685, -83.42107613821295	Rowan County	Kentucky
43.91172687519955, -69.83930872584668	Sagadahoc County	Maine
44.48524706688681, -69.12188078583581	Waldo County	Maine
41.88776742565952, -84.59292784150503	Hillsdale County	Michigan
43.64076811593885, -85.32463346834712	Mecosta County	Michigan
47.022184543141584, -89.43473163908358	Ontonagon County	Michigan
44.82068455450604, -93.80259885585026	Carver County	Minnesota
44.4125962735775, -96.2670873373672	Lincoln County	Minnesota
44.02212121928911, -95.76327700320014	Murray County	Minnesota
31.869237335773924, -90.44879910577666	Copiah County	Mississippi
32.35722951876913, -90.85201106997638	Warren County	Mississippi
32.78031431309719, -90.39644753944077	Yazoo County	Mississippi
38.25729212415769, -94.33999676887944	Bates County	Missouri
39.659740192753695, -94.80593606913212	Buchanan County	Missouri
32.100554174274215, -85.71569725406813	Bullock County	Alabama
33.77143237073999, -85.82603097386423	Calhoun County	Alabama
34.16351321170933, -93.65638594129297	Pike County	Arkansas
33.17137637601611, -92.59727324205646	Union County	Arkansas
37.93897578791018, -118.88669943213011	Mono County	California
36.23977435241607, -121.30890163556349	Monterey County	California
33.02818807315181, -116.77020610895798	San Diego County	California
37.93476541734223, -121.27143851377147	San Joaquin County	California
37.23248431547593, -121.69627888083286	Santa Clara County	California
38.86137360754078, -107.86287677737386	Delta County	Colorado
38.43268515851801, -102.74034047083292	Kiowa County	Colorado
32.17218230699325, -83.16839995137721	Dodge County	Georgia
34.69117784478798, -84.45562717044017	Gilmer County	Georgia
32.73600406282112, -84.90898793946553	Harris County	Georgia
32.7924708557759, -81.96353221713363	Jenkins County	Georgia
35.92634827030074, -85.45517740717692	White County	Tennessee
31.03734522341951, -97.47874413468328	Bell County	Texas
33.63920048404129, -97.21262608492196	Cooke County	Texas
31.447073683516955, -104.5173701031943	Culberson County	Texas
36.277454467747575, -101.35453930475536	Hansford County	Texas
30.057887417863117, -98.03115526327315	Hays County	Texas
33.61020608812004, -101.82054582395165	Lubbock County	Texas
30.786309266797296, -93.74474111901364	Newton County	Texas
33.620681830413254, -95.05036075768969	Red River County	Texas
43.03541770692547, -73.09315600455679	Bennington County	Vermont
36.70542654687831, -83.12861805039617	Lee County	Virginia
38.24609658182367, -78.01399851751486	Orange County	Virginia
36.68309207715483, -76.93858506357508	Franklin city	Virginia
37.28640399285689, -80.05546995473757	Salem city	Virginia
47.776436646072, -123.57647334256778	Jefferson County	Washington
37.94693260664022, -80.45295475045418	Greenbrier County	West Virginia
37.560371746378046, -80.55055404163998	Monroe County	West Virginia
45.848447574721774, -88.39815136903532	Florence County	Wisconsin
42.57850409870088, -87.65311843224606	Kenosha County	Wisconsin
42.66848528183459, -88.54190642988667	Walworth County	Wisconsin
44.470461282331144, -88.96479278889225	Waupaca County	Wisconsin
41.694589247206835, -106.93061023960938	Carbon County	Wyoming
18.2510733656656, -66.1273468868861	Aguas Buenas Municipio	Puerto Rico
32.534920247099194, -86.64274913605031	Autauga County	Alabama
31.752433996685447, -86.68028925096294	Butler County	Alabama
32.85313886684332, -87.95223089538206	Greene County	Alabama
33.28954982231058, -87.52502630927579	Tuscaloosa County	Alabama
57.11401301008421, -133.0024592970611	Petersburg Borough	Alaska
55.72717051588886, -133.19302606888982	Prince of Wales-Hyder Census Area	Alaska
33.73537710540577, -93.66841724625934	Hempstead County	Arkansas
36.09484997524861, -91.91341443299879	Izard County	Arkansas
34.75426749195456, -91.88878367744637	Lonoke County	Arkansas
33.743675118239445, -115.99381783897255	Riverside County	California
38.74690309147062, -106.19406652065159	Chaffee County	Colorado
33.99319627401483, -83.71275520871976	Barrow County	Georgia
32.434441402794015, -83.32783914167123	Bleckley County	Georgia
32.34697131981903, -84.78704609701677	Chattahoochee County	Georgia
34.4750152245311, -85.34529129452525	Chattooga County	Georgia
36.686704380840894, -91.40329000351485	Oregon County	Missouri
38.03717804741766, -93.77597574037637	St. Clair County	Missouri
37.28090534023546, -92.87587708124921	Webster County	Missouri
45.90240453548286, -112.65671338677892	Silver Bow County	Montana
41.85156352167357, -96.3286051883836	Burt County	Nebraska
42.71974116669822, -103.13541639821364	Dawes County	Nebraska
37.78469647945026, -117.63236606938126	Esmeralda County	Nevada
43.29749625848283, -71.68027656091631	Merrimack County	New Hampshire
41.15254503301043, -74.02422041547155	Rockland County	New York
34.26564498771459, -78.65503099882817	Columbus County	North Carolina
36.036028725858806, -78.87659278453474	Durham County	North Carolina
35.35017235122974, -83.83358190551381	Graham County	North Carolina
36.40191028679838, -80.23966543498757	Stokes County	North Carolina
46.10793829601728, -97.63073260647137	Sargent County	North Dakota
41.89622891965356, -80.75895678185596	Ashtabula County	Ohio
40.56122379038103, -81.92928768628309	Holmes County	Ohio
39.082240761792406, -82.02290075170252	Meigs County	Ohio
40.29939855406094, -83.37157804054574	Union County	Ohio
35.26870417492294, -99.68195655259134	Beckham County	Oklahoma
36.78880252983696, -99.6674012061875	Harper County	Oklahoma
34.316508270744436, -96.66059486596066	Johnston County	Oklahoma
36.388599611671516, -97.23050662370335	Noble County	Oklahoma
35.46545086083742, -96.32277888300544	Okfuskee County	Oklahoma
42.79346125062212, -120.38733757257673	Lake County	Oregon
45.310225124715, -118.00877753360943	Union County	Oregon
39.91680694165719, -75.3989005796018	Delaware County	Pennsylvania
40.36723154869908, -76.4577127786685	Lebanon County	Pennsylvania
48.76689316553791, -116.46290340090721	Boundary County	Idaho
43.62508693425685, -116.70926991844348	Canyon County	Idaho
39.76945466629119, -88.21733479445192	Douglas County	Illinois
38.41649430875072, -88.05330101654123	Edwards County	Illinois
38.30052344690556, -88.92400921167497	Jefferson County	Illinois
38.092168710432944, -87.2720596056886	Warrick County	Indiana
43.08258034077576, -95.15091934820985	Clay County	Iowa
41.68285312960977, -95.81692073908937	Harrison County	Iowa
40.98797099004033, -91.5445322941428	Henry County	Iowa
43.08261748861385, -96.17788287108603	Sioux County	Iowa
37.78127075611504, -96.83906562155538	Butler County	Kansas
37.55826383959097, -99.28604769824624	Kiowa County	Kansas
39.35096864565523, -101.05553135697504	Thomas County	Kansas
39.114645258536605, -94.7644783994108	Wyandotte County	Kansas
36.78652961252939, -85.38844838878225	Cumberland County	Kentucky
37.73175561417154, -87.08722894966667	Daviess County	Kentucky
37.6979214462132, -85.9633716317616	Hardin County	Kentucky
30.6485839607022, -93.34323535262145	Beauregard Parish	Louisiana
32.58069688702835, -93.8824052636733	Caddo Parish	Louisiana
32.09237152891659, -92.11657360244408	Caldwell Parish	Louisiana
30.258617547794834, -91.34945189700085	Iberville Parish	Louisiana
30.440124756266492, -90.72788492294903	Livingston Parish	Louisiana
42.602917557533615, -83.91152758355284	Livingston County	Michigan
43.673844175053844, -93.34881575552573	Freeborn County	Minnesota
44.57947945530835, -94.23213873930958	Sibley County	Minnesota
32.019148275992485, -89.1188822119079	Jasper County	Mississippi
31.569641223703883, -89.82300258736801	Jefferson Davis County	Mississippi
31.172024260238377, -88.9923284555031	Perry County	Mississippi
32.01769294736406, -89.50667785202502	Smith County	Mississippi
40.682262517351674, -80.34929571534457	Beaver County	Pennsylvania
41.233955761416425, -77.63848631485057	Clinton County	Pennsylvania
40.21082640187381, -75.36729368160442	Montgomery County	Pennsylvania
41.81460081615865, -79.27409081194924	Warren County	Pennsylvania
34.93090931601008, -81.99076241301216	Spartanburg County	South Carolina
45.15661648429724, -100.8718617912534	Dewey County	South Dakota
43.00896570448713, -97.39476492703884	Yankton County	South Dakota
36.26114812806829, -87.0867796568211	Cheatham County	Tennessee
35.950388131688435, -84.99835193671696	Cumberland County	Tennessee
35.1970811075596, -89.41437213074133	Fayette County	Tennessee
36.44116318102668, -82.94468754979337	Hawkins County	Tennessee
36.331837512012946, -88.30121356041688	Henry County	Tennessee
44.241116287626134, -114.28171214861122	Custer County	Idaho
42.1810916370355, -111.81320109544575	Franklin County	Idaho
44.228774069730335, -111.48195581076749	Fremont County	Idaho
47.67435654114798, -116.70176203259506	Kootenai County	Idaho
42.58142604845072, -116.16996844373035	Owyhee County	Idaho
44.006758210386835, -116.76084532370358	Payette County	Idaho
44.45245485098854, -116.78478140982283	Washington County	Idaho
38.083736871579134, -89.36702088225967	Perry County	Illinois
39.391156360727756, -88.8055046793423	Shelby County	Illinois
39.307000024427104, -85.5011432174733	Decatur County	Indiana
38.54177897690406, -86.49506929098331	Orange County	Indiana
38.39878323956661, -87.23216444902069	Pike County	Indiana
42.386874657668294, -95.51349630209613	Ida County	Iowa
41.218508454283814, -91.2596167243095	Louisa County	Iowa
41.03014004226717, -95.15637588755641	Montgomery County	Iowa
39.784756444708215, -100.45989957780483	Decatur County	Kansas
38.08748393740574, -99.89793608699098	Hodgeman County	Kansas
33.98086737281479, -86.56737072722058	Blount County	Alabama
32.86240487530895, -85.79750218245864	Tallapoosa County	Alabama
33.803334739660094, -87.29735747798145	Walker County	Alabama
36.36834619000554, -90.41737167795993	Clay County	Arkansas
33.9698896371147, -92.65439858380677	Dallas County	Arkansas
35.74158636176146, -91.56968463819864	Independence County	Arkansas
39.598404803370734, -122.39220695228174	Glenn County	California
34.198181833666496, -118.26105650639738	Los Angeles County	California
39.30136953268317, -120.76875226815207	Nevada County	California
39.580400018403644, -120.51599640529736	Sierra County	California
39.03455990891572, -121.6948498752668	Sutter County	California
38.027601415788176, -119.95475361242688	Tuolumne County	California
39.28651684079655, -104.13567592255302	Elbert County	Colorado
38.15549729007062, -107.76931715663792	Ouray County	Colorado
39.217105780262905, -106.91657796071416	Pitkin County	Colorado
37.95518321665902, -102.39334891470261	Prowers County	Colorado
27.081616512753694, -80.39846395415466	Martin County	Florida
30.195611475098612, -82.99149254158581	Suwannee County	Florida
31.75978191512177, -83.22045928941591	Ben Hill County	Georgia
31.188390259577414, -83.76884831682355	Colquitt County	Georgia
37.72385156159219, -93.85661354687906	Cedar County	Missouri
39.515081499096404, -92.96262375942969	Chariton County	Missouri
36.65282148603901, -90.86388593625226	Ripley County	Missouri
47.26637870612439, -104.8995109541255	Dawson County	Montana
47.83717630538242, -112.24057731639995	Teton County	Montana
40.855152534772536, -99.07496613126327	Buffalo County	Nebraska
42.54494371847373, -101.11855667289137	Cherry County	Nebraska
40.51482059760492, -99.83070432266406	Gosper County	Nebraska
40.392631511384465, -96.2650967309263	Johnson County	Nebraska
40.125063979083926, -95.71753035721807	Richardson County	Nebraska
43.873846088358285, -71.20299382435226	Carroll County	New Hampshire
39.80354004078022, -74.95975489250102	Camden County	New Jersey
33.915351852332755, -108.4047623667755	Catron County	New Mexico
32.739002441566186, -108.38245578103951	Grant County	New Mexico
36.01059605751199, -104.9449751702656	Mora County	New Mexico
35.10434835093837, -103.54974846163303	Quay County	New Mexico
33.13049097960753, -107.19237887955096	Sierra County	New Mexico
35.24676701111942, -80.83273110829649	Mecklenburg County	North Carolina
40.052049898798444, -81.49425973159074	Guernsey County	Ohio
41.00193829826358, -83.66653548998362	Hancock County	Ohio
39.73714834105101, -82.23613794408507	Perry County	Ohio
34.66212241340789, -98.4716795966472	Comanche County	Oklahoma
34.5879709675301, -99.41475855788688	Jackson County	Oklahoma
34.11100297493921, -97.8357913434162	Jefferson County	Oklahoma
44.6293799292183, -121.17604854992732	Jefferson County	Oregon
43.941555442050614, -122.8766377498227	Lane County	Oregon
45.57986538204498, -117.18102010034468	Wallowa County	Oregon
40.415443403523255, -76.7794570573318	Dauphin County	Pennsylvania
40.75416658135704, -75.30758705412802	Northampton County	Pennsylvania
40.189425947896474, -80.24831834428743	Washington County	Pennsylvania
33.07933501465449, -80.4067310886628	Dorchester County	South Carolina
34.0244910116578, -79.70297920917396	Florence County	South Carolina
33.9045252402861, -78.97615836457992	Horry County	South Carolina
34.33879891420919, -80.59021874189058	Kershaw County	South Carolina
37.55710897761622, -82.74570419043349	Floyd County	Kentucky
38.44180421925317, -84.33139502931431	Harrison County	Kentucky
37.35405217139625, -82.95413109629564	Knott County	Kentucky
37.24429250094496, -83.22148108211852	Perry County	Kentucky
32.732513713890775, -91.23499383916294	East Carroll Parish	Louisiana
45.40051224589359, -68.64942816274434	Penobscot County	Maine
42.35139441912891, -71.9077269230513	Worcester County	Massachusetts
42.5970991555066, -84.3735368981902	Ingham County	Michigan
45.15239978441968, -95.00474406088833	Kandiyohi County	Minnesota
44.022123589331, -93.58728344778058	Waseca County	Minnesota
43.986850073900094, -91.7791568561994	Winona County	Minnesota
34.27998696085546, -88.36132280923462	Itawamba County	Mississippi
31.53238450898293, -90.45397129893705	Lincoln County	Mississippi
34.68668220172357, -80.70542346105404	Lancaster County	South Carolina
