"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Transverse Colon"	"21045"	"Minnesota"	"27"	165	5640053	2.4
	"Transverse Colon"	"21045"	"Mississippi"	"28"	140	2978227	3.8
	"Transverse Colon"	"21045"	"Missouri"	"29"	201	6140475	2.5
	"Transverse Colon"	"21045"	"Montana"	"30"	39	1070123	2.8
	"Transverse Colon"	"21045"	"Nebraska"	"31"	60	1932571	2.6
	"Transverse Colon"	"21045"	"New Hampshire"	"33"	50	1360783	2.8
	"Transverse Colon"	"21045"	"New Jersey"	"34"	296	8891258	2.7
	"Transverse Colon"	"21045"	"New Mexico"	"35"	36	2099634	1.4
	"Transverse Colon"	"21045"	"New York"	"36"	619	19463131	2.5
	"Transverse Colon"	"21045"	"North Carolina"	"37"	313	10501384	2.4
	"Transverse Colon"	"21045"	"North Dakota"	"38"	26	763724	2.9
	"Transverse Colon"	"21045"	"Ohio"	"39"	351	11696507	2.3
	"Transverse Colon"	"21045"	"Oklahoma"	"40"	113	3960676	2.4
	"Transverse Colon"	"21045"	"Oregon"	"41"	108	4216116	2.0
	"Transverse Colon"	"21045"	"Pennsylvania"	"42"	452	12798883	2.6
	"Transverse Colon"	"21045"	"Rhode Island"	"44"	29	1058158	2.2
	"Transverse Colon"	"21045"	"South Carolina"	"45"	145	5157702	2.2
	"Transverse Colon"	"21045"	"South Dakota"	"46"	29	887127	2.6
	"Transverse Colon"	"21045"	"Tennessee"	"47"	221	6830325	2.5
	"Transverse Colon"	"21045"	"Texas"	"48"	677	28986794	2.3
	"Transverse Colon"	"21045"	"Utah"	"49"	55	3203383	2.0
	"Transverse Colon"	"21045"	"Vermont"	"50"	17	624046	1.9
	"Transverse Colon"	"21045"	"Virginia"	"51"	247	8556642	2.5
	"Transverse Colon"	"21045"	"Washington"	"53"	162	7614024	1.8
	"Transverse Colon"	"21045"	"West Virginia"	"54"	70	1795263	2.7
	"Transverse Colon"	"21045"	"Wisconsin"	"55"	172	5824581	2.3
	"Splenic Flexure"	"21046"	"Alabama"	"01"	63	4907965	1.0
	"Splenic Flexure"	"21046"	"Arizona"	"04"	40	7291843	0.4
	"Splenic Flexure"	"21046"	"Arkansas"	"05"	37	3020985	1.1
	"Splenic Flexure"	"21046"	"California"	"06"	282	39437610	0.6
	"Splenic Flexure"	"21046"	"Colorado"	"08"	35	5758486	0.6
	"Splenic Flexure"	"21046"	"Connecticut"	"09"	27	3566022	0.6
	"Splenic Flexure"	"21046"	"Florida"	"12"	196	21492056	0.6
	"Splenic Flexure"	"21046"	"Georgia"	"13"	80	10628020	0.7
	"Splenic Flexure"	"21046"	"Illinois"	"17"	116	12667017	0.8
	"Splenic Flexure"	"21046"	"Indiana"	"18"	52	6731010	0.6
	"Splenic Flexure"	"21046"	"Iowa"	"19"	38	3159596	1.0
	"Splenic Flexure"	"21046"	"Kansas"	"20"	22	2912635	0.6
	"Splenic Flexure"	"21046"	"Kentucky"	"21"	46	4472345	0.8
	"Splenic Flexure"	"21046"	"Louisiana"	"22"	55	4658285	1.0
	"Splenic Flexure"	"21046"	"Maryland"	"24"	48	6054954	0.6
	"Splenic Flexure"	"21046"	"Massachusetts"	"25"	53	6894883	0.6
	"Splenic Flexure"	"21046"	"Michigan"	"26"	83	9984795	0.6
	"Splenic Flexure"	"21046"	"Minnesota"	"27"	44	5640053	0.6
	"Splenic Flexure"	"21046"	"Mississippi"	"28"	32	2978227	0.9
	"Splenic Flexure"	"21046"	"Missouri"	"29"	49	6140475	0.6
	"Splenic Flexure"	"21046"	"New Hampshire"	"33"	17	1360783	0.9
	"Splenic Flexure"	"21046"	"New Jersey"	"34"	98	8891258	0.9
	"Splenic Flexure"	"21046"	"New York"	"36"	150	19463131	0.6
	"Splenic Flexure"	"21046"	"North Carolina"	"37"	74	10501384	0.6
	"Splenic Flexure"	"21046"	"Ohio"	"39"	111	11696507	0.7
	"Splenic Flexure"	"21046"	"Oklahoma"	"40"	44	3960676	1.0
	"Splenic Flexure"	"21046"	"Oregon"	"41"	32	4216116	0.6
	"Splenic Flexure"	"21046"	"Pennsylvania"	"42"	118	12798883	0.7
	"Splenic Flexure"	"21046"	"South Carolina"	"45"	54	5157702	0.8
	"Splenic Flexure"	"21046"	"Tennessee"	"47"	55	6830325	0.7
	"Splenic Flexure"	"21046"	"Texas"	"48"	197	28986794	0.7
	"Splenic Flexure"	"21046"	"Virginia"	"51"	88	8556642	0.9
	"Splenic Flexure"	"21046"	"Washington"	"53"	67	7614024	0.8
	"Splenic Flexure"	"21046"	"West Virginia"	"54"	26	1795263	1.1
	"Splenic Flexure"	"21046"	"Wisconsin"	"55"	48	5824581	0.6
	"Descending Colon"	"21047"	"Alabama"	"01"	111	4907965	1.8
	"Descending Colon"	"21047"	"Arizona"	"04"	89	7291843	1.0
	"Descending Colon"	"21047"	"Arkansas"	"05"	64	3020985	1.7
	"Descending Colon"	"21047"	"California"	"06"	567	39437610	1.3
	"Descending Colon"	"21047"	"Colorado"	"08"	57	5758486	0.9
	"Descending Colon"	"21047"	"Connecticut"	"09"	45	3566022	0.9
	"Descending Colon"	"21047"	"Delaware"	"10"	19	976668	1.5
	"Descending Colon"	"21047"	"District of Columbia"	"11"	17	708253	2.4
	"Descending Colon"	"21047"	"Florida"	"12"	458	21492056	1.5
	"Descending Colon"	"21047"	"Georgia"	"13"	214	10628020	1.8
	"Descending Colon"	"21047"	"Hawaii"	"15"	24	1415615	1.2
	"Descending Colon"	"21047"	"Idaho"	"16"	30	1789060	1.4
	"Descending Colon"	"21047"	"Illinois"	"17"	241	12667017	1.6
	"Descending Colon"	"21047"	"Indiana"	"18"	99	6731010	1.2
	"Descending Colon"	"21047"	"Iowa"	"19"	51	3159596	1.3
	"Descending Colon"	"21047"	"Kansas"	"20"	48	2912635	1.4
	"Descending Colon"	"21047"	"Kentucky"	"21"	102	4472345	1.9
	"Descending Colon"	"21047"	"Louisiana"	"22"	113	4658285	2.1
	"Descending Colon"	"21047"	"Maine"	"23"	31	1345770	1.5
	"Descending Colon"	"21047"	"Maryland"	"24"	132	6054954	1.8
	"Descending Colon"	"21047"	"Massachusetts"	"25"	96	6894883	1.1
	"Descending Colon"	"21047"	"Michigan"	"26"	195	9984795	1.6
	"Descending Colon"	"21047"	"Minnesota"	"27"	82	5640053	1.2
	"Descending Colon"	"21047"	"Mississippi"	"28"	81	2978227	2.2
	"Descending Colon"	"21047"	"Missouri"	"29"	122	6140475	1.6
	"Descending Colon"	"21047"	"Montana"	"30"	22	1070123	1.5
	"Descending Colon"	"21047"	"Nebraska"	"31"	31	1932571	1.3
	"Descending Colon"	"21047"	"New Jersey"	"34"	189	8891258	1.7
	"Descending Colon"	"21047"	"New Mexico"	"35"	27	2099634	1.1
	"Descending Colon"	"21047"	"New York"	"36"	378	19463131	1.6
	"Descending Colon"	"21047"	"North Carolina"	"37"	177	10501384	1.4
	"Descending Colon"	"21047"	"Ohio"	"39"	234	11696507	1.6
	"Descending Colon"	"21047"	"Oklahoma"	"40"	71	3960676	1.6
	"Descending Colon"	"21047"	"Oregon"	"41"	63	4216116	1.2
	"Descending Colon"	"21047"	"Pennsylvania"	"42"	265	12798883	1.6
	"Descending Colon"	"21047"	"Rhode Island"	"44"	16	1058158	1.1
	"Descending Colon"	"21047"	"South Carolina"	"45"	87	5157702	1.3
	"Descending Colon"	"21047"	"South Dakota"	"46"	18	887127	1.7
	"Descending Colon"	"21047"	"Tennessee"	"47"	118	6830325	1.4
	"Descending Colon"	"21047"	"Texas"	"48"	418	28986794	1.4
	"Descending Colon"	"21047"	"Utah"	"49"	40	3203383	1.4
	"Descending Colon"	"21047"	"Virginia"	"51"	127	8556642	1.2
	"Descending Colon"	"21047"	"Washington"	"53"	84	7614024	1.0
	"Descending Colon"	"21047"	"West Virginia"	"54"	44	1795263	1.9
	"Descending Colon"	"21047"	"Wisconsin"	"55"	107	5824581	1.5
	"Sigmoid Colon"	"21048"	"Alabama"	"01"	444	4907965	7.2
	"Sigmoid Colon"	"21048"	"Alaska"	"02"	50	733603	6.9
	"Sigmoid Colon"	"21048"	"Arizona"	"04"	402	7291843	4.4
	"Sigmoid Colon"	"21048"	"Arkansas"	"05"	303	3020985	8.1
	"Sigmoid Colon"	"21048"	"California"	"06"	2882	39437610	6.5
	"Sigmoid Colon"	"21048"	"Colorado"	"08"	359	5758486	5.6
	"Sigmoid Colon"	"21048"	"Connecticut"	"09"	258	3566022	5.7
	"Sigmoid Colon"	"21048"	"Delaware"	"10"	64	976668	5.2
	"Sigmoid Colon"	"21048"	"District of Columbia"	"11"	38	708253	5.7
	"Sigmoid Colon"	"21048"	"Florida"	"12"	1798	21492056	6.1
	"Sigmoid Colon"	"21048"	"Georgia"	"13"	752	10628020	6.3
	"Sigmoid Colon"	"21048"	"Hawaii"	"15"	132	1415615	7.4
	"Sigmoid Colon"	"21048"	"Idaho"	"16"	114	1789060	5.8
	"Sigmoid Colon"	"21048"	"Illinois"	"17"	1040	12667017	6.7
	"Sigmoid Colon"	"21048"	"Indiana"	"18"	483	6731010	6.2
	"Sigmoid Colon"	"21048"	"Iowa"	"19"	260	3159596	6.9
	"Sigmoid Colon"	"21048"	"Kansas"	"20"	238	2912635	7.2
	"Sigmoid Colon"	"21048"	"Kentucky"	"21"	434	4472345	7.8
	"Sigmoid Colon"	"21048"	"Louisiana"	"22"	444	4658285	7.9
	"Sigmoid Colon"	"21048"	"Maine"	"23"	98	1345770	5.6
	"Sigmoid Colon"	"21048"	"Maryland"	"24"	436	6054954	6.0
	"Sigmoid Colon"	"21048"	"Massachusetts"	"25"	460	6894883	5.5
	"Sigmoid Colon"	"21048"	"Michigan"	"26"	681	9984795	5.5
	"Sigmoid Colon"	"21048"	"Minnesota"	"27"	391	5640053	5.9
	"Sigmoid Colon"	"21048"	"Mississippi"	"28"	287	2978227	8.2
	"Sigmoid Colon"	"21048"	"Missouri"	"29"	485	6140475	6.6
	"Sigmoid Colon"	"21048"	"Montana"	"30"	70	1070123	5.0
	"Sigmoid Colon"	"21048"	"Nebraska"	"31"	140	1932571	6.2
	"Sigmoid Colon"	"21048"	"New Hampshire"	"33"	111	1360783	6.0
	"Sigmoid Colon"	"21048"	"New Jersey"	"34"	758	8891258	6.8
	"Sigmoid Colon"	"21048"	"New Mexico"	"35"	134	2099634	5.3
	"Sigmoid Colon"	"21048"	"New York"	"36"	1656	19463131	6.9
	"Sigmoid Colon"	"21048"	"North Carolina"	"37"	715	10501384	5.7
	"Sigmoid Colon"	"21048"	"North Dakota"	"38"	52	763724	6.2
	"Sigmoid Colon"	"21048"	"Ohio"	"39"	889	11696507	6.0
	"Sigmoid Colon"	"21048"	"Oklahoma"	"40"	296	3960676	6.5
	"Sigmoid Colon"	"21048"	"Oregon"	"41"	262	4216116	5.1
	"Sigmoid Colon"	"21048"	"Pennsylvania"	"42"	1153	12798883	7.0
	"Sigmoid Colon"	"21048"	"Rhode Island"	"44"	77	1058158	5.6
	"Sigmoid Colon"	"21048"	"South Carolina"	"45"	438	5157702	6.8
	"Sigmoid Colon"	"21048"	"South Dakota"	"46"	78	887127	7.9
	"Sigmoid Colon"	"21048"	"Tennessee"	"47"	544	6830325	6.5
	"Sigmoid Colon"	"21048"	"Texas"	"48"	1981	28986794	6.6
	"Sigmoid Colon"	"21048"	"Utah"	"49"	132	3203383	4.6
	"Sigmoid Colon"	"21048"	"Vermont"	"50"	52	624046	6.5
	"Sigmoid Colon"	"21048"	"Virginia"	"51"	547	8556642	5.4
	"Sigmoid Colon"	"21048"	"Washington"	"53"	510	7614024	5.8
	"Sigmoid Colon"	"21048"	"West Virginia"	"54"	174	1795263	6.9
	"Sigmoid Colon"	"21048"	"Wisconsin"	"55"	437	5824581	6.1
	"Sigmoid Colon"	"21048"	"Wyoming"	"56"	47	580116	6.6
	"Large Intestine, NOS"	"21049"	"Alabama"	"01"	192	4907965	3.1
	"Large Intestine, NOS"	"21049"	"Arizona"	"04"	218	7291843	2.3
	"Large Intestine, NOS"	"21049"	"Arkansas"	"05"	115	3020985	3.0
	"Large Intestine, NOS"	"21049"	"California"	"06"	809	39437610	1.8
	"Large Intestine, NOS"	"21049"	"Colorado"	"08"	105	5758486	1.7
	"Large Intestine, NOS"	"21049"	"Connecticut"	"09"	78	3566022	1.6
	"Large Intestine, NOS"	"21049"	"Delaware"	"10"	41	976668	3.0
	"Large Intestine, NOS"	"21049"	"District of Columbia"	"11"	23	708253	3.4
	"Large Intestine, NOS"	"21049"	"Florida"	"12"	723	21492056	2.3
	"Large Intestine, NOS"	"21049"	"Georgia"	"13"	159	10628020	1.4
	"Large Intestine, NOS"	"21049"	"Hawaii"	"15"	29	1415615	1.4
	"Large Intestine, NOS"	"21049"	"Idaho"	"16"	26	1789060	1.2
	"Large Intestine, NOS"	"21049"	"Illinois"	"17"	241	12667017	1.5
	"Large Intestine, NOS"	"21049"	"Indiana"	"18"	163	6731010	2.1
	"Large Intestine, NOS"	"21049"	"Iowa"	"19"	71	3159596	1.8
	"Large Intestine, NOS"	"21049"	"Kansas"	"20"	72	2912635	2.0
	"Large Intestine, NOS"	"21049"	"Kentucky"	"21"	117	4472345	2.1
	"Large Intestine, NOS"	"21049"	"Louisiana"	"22"	115	4658285	2.0
	"Large Intestine, NOS"	"21049"	"Maine"	"23"	45	1345770	2.2
	"Large Intestine, NOS"	"21049"	"Maryland"	"24"	193	6054954	2.6
	"Large Intestine, NOS"	"21049"	"Massachusetts"	"25"	148	6894883	1.7
	"Large Intestine, NOS"	"21049"	"Michigan"	"26"	245	9984795	1.9
	"Large Intestine, NOS"	"21049"	"Minnesota"	"27"	82	5640053	1.1
	"Large Intestine, NOS"	"21049"	"Mississippi"	"28"	74	2978227	2.1
	"Large Intestine, NOS"	"21049"	"Missouri"	"29"	169	6140475	2.1
	"Large Intestine, NOS"	"21049"	"Montana"	"30"	33	1070123	2.2
	"Large Intestine, NOS"	"21049"	"Nebraska"	"31"	52	1932571	2.3
	"Large Intestine, NOS"	"21049"	"New Hampshire"	"33"	30	1360783	1.5
	"Large Intestine, NOS"	"21049"	"New Jersey"	"34"	252	8891258	2.2
	"Large Intestine, NOS"	"21049"	"New Mexico"	"35"	51	2099634	1.9
	"Large Intestine, NOS"	"21049"	"New York"	"36"	443	19463131	1.7
	"Large Intestine, NOS"	"21049"	"North Carolina"	"37"	251	10501384	1.9
	"Large Intestine, NOS"	"21049"	"North Dakota"	"38"	16	763724	1.9
	"Large Intestine, NOS"	"21049"	"Ohio"	"39"	318	11696507	2.1
	"Large Intestine, NOS"	"21049"	"Oklahoma"	"40"	134	3960676	2.8
	"Large Intestine, NOS"	"21049"	"Oregon"	"41"	83	4216116	1.5
	"Large Intestine, NOS"	"21049"	"Pennsylvania"	"42"	360	12798883	2.0
	"Large Intestine, NOS"	"21049"	"Rhode Island"	"44"	19	1058158	1.3
	"Large Intestine, NOS"	"21049"	"South Carolina"	"45"	171	5157702	2.6
	"Large Intestine, NOS"	"21049"	"Tennessee"	"47"	189	6830325	2.2
	"Large Intestine, NOS"	"21049"	"Texas"	"48"	823	28986794	2.8
	"Large Intestine, NOS"	"21049"	"Utah"	"49"	27	3203383	1.0
	"Large Intestine, NOS"	"21049"	"Virginia"	"51"	295	8556642	2.9
	"Large Intestine, NOS"	"21049"	"Washington"	"53"	132	7614024	1.5
	"Large Intestine, NOS"	"21049"	"West Virginia"	"54"	47	1795263	1.8
	"Large Intestine, NOS"	"21049"	"Wisconsin"	"55"	121	5824581	1.6
	"Large Intestine, NOS"	"21049"	"Wyoming"	"56"	20	580116	2.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Alabama"	"01"	729	4907965	12.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Alaska"	"02"	94	733603	12.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Arizona"	"04"	773	7291843	8.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Arkansas"	"05"	508	3020985	13.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"California"	"06"	4665	39437610	10.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Colorado"	"08"	644	5758486	10.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Connecticut"	"09"	421	3566022	9.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Delaware"	"10"	101	976668	8.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"District of Columbia"	"11"	67	708253	9.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Florida"	"12"	2844	21492056	9.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Georgia"	"13"	1406	10628020	11.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Hawaii"	"15"	269	1415615	15.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Idaho"	"16"	232	1789060	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Illinois"	"17"	1782	12667017	11.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Indiana"	"18"	840	6731010	10.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Iowa"	"19"	413	3159596	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kansas"	"20"	384	2912635	11.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kentucky"	"21"	817	4472345	15.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Louisiana"	"22"	778	4658285	14.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maine"	"23"	195	1345770	10.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maryland"	"24"	737	6054954	10.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Massachusetts"	"25"	841	6894883	9.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Michigan"	"26"	1307	9984795	10.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Minnesota"	"27"	651	5640053	9.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Mississippi"	"28"	468	2978227	13.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Missouri"	"29"	793	6140475	10.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Montana"	"30"	141	1070123	10.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Nebraska"	"31"	238	1932571	10.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Hampshire"	"33"	211	1360783	11.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Jersey"	"34"	1323	8891258	12.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Mexico"	"35"	260	2099634	10.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New York"	"36"	2611	19463131	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Carolina"	"37"	1240	10501384	9.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Dakota"	"38"	94	763724	11.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Ohio"	"39"	1653	11696507	11.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oklahoma"	"40"	541	3960676	11.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oregon"	"41"	519	4216116	10.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Pennsylvania"	"42"	1892	12798883	11.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Rhode Island"	"44"	143	1058158	10.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Carolina"	"45"	611	5157702	9.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Dakota"	"46"	123	887127	11.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Tennessee"	"47"	909	6830325	11.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Texas"	"48"	3415	28986794	11.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Utah"	"49"	258	3203383	9.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Vermont"	"50"	89	624046	10.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Virginia"	"51"	953	8556642	9.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Washington"	"53"	958	7614024	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"West Virginia"	"54"	320	1795263	12.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wisconsin"	"55"	771	5824581	10.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wyoming"	"56"	91	580116	12.7
	"Rectosigmoid Junction"	"21051"	"Alabama"	"01"	156	4907965	2.6
	"Rectosigmoid Junction"	"21051"	"Alaska"	"02"	20	733603	2.4
	"Rectosigmoid Junction"	"21051"	"Arizona"	"04"	211	7291843	2.3
	"Rectosigmoid Junction"	"21051"	"Arkansas"	"05"	126	3020985	3.3
	"Rectosigmoid Junction"	"21051"	"California"	"06"	1001	39437610	2.2
	"Rectosigmoid Junction"	"21051"	"Colorado"	"08"	139	5758486	2.3
	"Rectosigmoid Junction"	"21051"	"Connecticut"	"09"	77	3566022	1.7
	"Rectosigmoid Junction"	"21051"	"Delaware"	"10"	23	976668	1.9
	"Rectosigmoid Junction"	"21051"	"Florida"	"12"	713	21492056	2.4
	"Rectosigmoid Junction"	"21051"	"Georgia"	"13"	346	10628020	2.8
	"Rectosigmoid Junction"	"21051"	"Hawaii"	"15"	65	1415615	3.5
	"Rectosigmoid Junction"	"21051"	"Idaho"	"16"	34	1789060	1.6
	"Rectosigmoid Junction"	"21051"	"Illinois"	"17"	392	12667017	2.6
	"Rectosigmoid Junction"	"21051"	"Indiana"	"18"	164	6731010	2.1
	"Rectosigmoid Junction"	"21051"	"Iowa"	"19"	79	3159596	2.1
	"Rectosigmoid Junction"	"21051"	"Kansas"	"20"	72	2912635	2.3
	"Rectosigmoid Junction"	"21051"	"Kentucky"	"21"	153	4472345	2.8
	"Rectosigmoid Junction"	"21051"	"Louisiana"	"22"	125	4658285	2.3
	"Rectosigmoid Junction"	"21051"	"Maine"	"23"	35	1345770	2.0
	"Rectosigmoid Junction"	"21051"	"Maryland"	"24"	150	6054954	2.1
	"Rectosigmoid Junction"	"21051"	"Massachusetts"	"25"	179	6894883	2.2
	"Rectosigmoid Junction"	"21051"	"Michigan"	"26"	251	9984795	2.1
	"Rectosigmoid Junction"	"21051"	"Minnesota"	"27"	111	5640053	1.7
	"Rectosigmoid Junction"	"21051"	"Mississippi"	"28"	97	2978227	2.6
	"Rectosigmoid Junction"	"21051"	"Missouri"	"29"	167	6140475	2.3
	"Rectosigmoid Junction"	"21051"	"Montana"	"30"	32	1070123	2.1
	"Rectosigmoid Junction"	"21051"	"Nebraska"	"31"	59	1932571	2.7
	"Rectosigmoid Junction"	"21051"	"New Hampshire"	"33"	39	1360783	2.1
	"Rectosigmoid Junction"	"21051"	"New Jersey"	"34"	348	8891258	3.1
	"Rectosigmoid Junction"	"21051"	"New Mexico"	"35"	39	2099634	1.6
	"Rectosigmoid Junction"	"21051"	"New York"	"36"	548	19463131	2.3
	"Rectosigmoid Junction"	"21051"	"North Carolina"	"37"	273	10501384	2.2
	"Rectosigmoid Junction"	"21051"	"Ohio"	"39"	286	11696507	1.9
	"Rectosigmoid Junction"	"21051"	"Oklahoma"	"40"	145	3960676	3.2
	"Rectosigmoid Junction"	"21051"	"Oregon"	"41"	134	4216116	2.6
	"Rectosigmoid Junction"	"21051"	"Pennsylvania"	"42"	416	12798883	2.6
	"Rectosigmoid Junction"	"21051"	"Rhode Island"	"44"	39	1058158	2.9
	"Rectosigmoid Junction"	"21051"	"South Carolina"	"45"	114	5157702	1.9
	"Rectosigmoid Junction"	"21051"	"South Dakota"	"46"	21	887127	1.9
	"Rectosigmoid Junction"	"21051"	"Tennessee"	"47"	193	6830325	2.3
	"Rectosigmoid Junction"	"21051"	"Texas"	"48"	834	28986794	2.7
	"Rectosigmoid Junction"	"21051"	"Utah"	"49"	44	3203383	1.5
	"Rectosigmoid Junction"	"21051"	"Vermont"	"50"	17	624046	2.2
	"Rectosigmoid Junction"	"21051"	"Virginia"	"51"	224	8556642	2.2
	"Rectosigmoid Junction"	"21051"	"Washington"	"53"	169	7614024	1.9
	"Rectosigmoid Junction"	"21051"	"West Virginia"	"54"	66	1795263	2.5
	"Rectosigmoid Junction"	"21051"	"Wisconsin"	"55"	171	5824581	2.4
	"Rectosigmoid Junction"	"21051"	"Wyoming"	"56"	25	580116	3.8
	"Rectum"	"21052"	"Alabama"	"01"	573	4907965	9.5
	"Rectum"	"21052"	"Alaska"	"02"	74	733603	9.8
	"Rectum"	"21052"	"Arizona"	"04"	562	7291843	6.3
	"Rectum"	"21052"	"Arkansas"	"05"	382	3020985	10.4
	"Rectum"	"21052"	"California"	"06"	3664	39437610	8.3
	"Rectum"	"21052"	"Colorado"	"08"	505	5758486	7.9
	"Rectum"	"21052"	"Connecticut"	"09"	344	3566022	7.5
	"Rectum"	"21052"	"Delaware"	"10"	78	976668	6.3
	"Rectum"	"21052"	"District of Columbia"	"11"	53	708253	7.4
	"Rectum"	"21052"	"Florida"	"12"	2131	21492056	7.3
	"Rectum"	"21052"	"Georgia"	"13"	1060	10628020	8.9
	"Rectum"	"21052"	"Hawaii"	"15"	204	1415615	11.5
	"Rectum"	"21052"	"Idaho"	"16"	198	1789060	9.4
	"Rectum"	"21052"	"Illinois"	"17"	1390	12667017	9.1
	"Rectum"	"21052"	"Indiana"	"18"	676	6731010	8.6
	"Rectum"	"21052"	"Iowa"	"19"	334	3159596	8.8
	"Rectum"	"21052"	"Kansas"	"20"	312	2912635	9.3
	"Rectum"	"21052"	"Kentucky"	"21"	664	4472345	12.2
	"Rectum"	"21052"	"Louisiana"	"22"	653	4658285	12.2
	"Rectum"	"21052"	"Maine"	"23"	160	1345770	8.8
	"Rectum"	"21052"	"Maryland"	"24"	587	6054954	8.0
	"Rectum"	"21052"	"Massachusetts"	"25"	662	6894883	7.7
	"Rectum"	"21052"	"Michigan"	"26"	1056	9984795	8.6
	"Rectum"	"21052"	"Minnesota"	"27"	540	5640053	8.1
	"Rectum"	"21052"	"Mississippi"	"28"	371	2978227	10.6
	"Rectum"	"21052"	"Missouri"	"29"	626	6140475	8.4
	"Rectum"	"21052"	"Montana"	"30"	109	1070123	8.3
	"Rectum"	"21052"	"Nebraska"	"31"	179	1932571	8.2
	"Rectum"	"21052"	"New Hampshire"	"33"	172	1360783	9.7
	"Rectum"	"21052"	"New Jersey"	"34"	975	8891258	8.8
	"Rectum"	"21052"	"New Mexico"	"35"	221	2099634	8.8
	"Rectum"	"21052"	"New York"	"36"	2063	19463131	8.7
	"Rectum"	"21052"	"North Carolina"	"37"	967	10501384	7.7
	"Rectum"	"21052"	"North Dakota"	"38"	81	763724	9.6
	"Rectum"	"21052"	"Ohio"	"39"	1367	11696507	9.3
	"Rectum"	"21052"	"Oklahoma"	"40"	396	3960676	8.5
	"Rectum"	"21052"	"Oregon"	"41"	385	4216116	7.5
	"Rectum"	"21052"	"Pennsylvania"	"42"	1476	12798883	8.8
	"Rectum"	"21052"	"Rhode Island"	"44"	104	1058158	7.7
	"Rectum"	"21052"	"South Carolina"	"45"	497	5157702	7.7
	"Rectum"	"21052"	"South Dakota"	"46"	102	887127	9.8
	"Rectum"	"21052"	"Tennessee"	"47"	716	6830325	8.8
	"Rectum"	"21052"	"Texas"	"48"	2581	28986794	8.5
	"Rectum"	"21052"	"Utah"	"49"	214	3203383	7.5
	"Rectum"	"21052"	"Vermont"	"50"	72	624046	7.8
	"Rectum"	"21052"	"Virginia"	"51"	729	8556642	7.3
	"Rectum"	"21052"	"Washington"	"53"	789	7614024	9.1
	"Rectum"	"21052"	"West Virginia"	"54"	254	1795263	10.2
