"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Ohio"	"39"	1661	11665706	11.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oklahoma"	"40"	518	3933602	11.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oregon"	"41"	571	4147294	11.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Pennsylvania"	"42"	1877	12794679	11.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Rhode Island"	"44"	124	1056554	9.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Carolina"	"45"	639	5027102	10.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Dakota"	"46"	126	873732	12.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Tennessee"	"47"	874	6714748	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Texas"	"48"	3185	28291024	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Utah"	"49"	251	3103540	9.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Vermont"	"50"	95	625132	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Virginia"	"51"	994	8471011	10.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Washington"	"53"	965	7427951	11.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"West Virginia"	"54"	349	1818683	14.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wisconsin"	"55"	739	5793147	10.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wyoming"	"56"	66	579994	9.4
	"Rectosigmoid Junction"	"21051"	"Alabama"	"01"	135	4877989	2.3
	"Rectosigmoid Junction"	"21051"	"Alaska"	"02"	26	740983	3.5
	"Rectosigmoid Junction"	"21051"	"Arizona"	"04"	252	7048088	3.0
	"Rectosigmoid Junction"	"21051"	"Arkansas"	"05"	108	3003855	3.0
	"Rectosigmoid Junction"	"21051"	"California"	"06"	967	39337785	2.2
	"Rectosigmoid Junction"	"21051"	"Colorado"	"08"	127	5617421	2.0
	"Rectosigmoid Junction"	"21051"	"Connecticut"	"09"	124	3575324	2.7
	"Rectosigmoid Junction"	"21051"	"Delaware"	"10"	23	957942	2.0
	"Rectosigmoid Junction"	"21051"	"Florida"	"12"	661	20977089	2.3
	"Rectosigmoid Junction"	"21051"	"Georgia"	"13"	328	10417031	2.8
	"Rectosigmoid Junction"	"21051"	"Hawaii"	"15"	52	1425763	3.0
	"Rectosigmoid Junction"	"21051"	"Idaho"	"16"	41	1719745	2.1
	"Rectosigmoid Junction"	"21051"	"Illinois"	"17"	414	12779893	2.8
	"Rectosigmoid Junction"	"21051"	"Indiana"	"18"	172	6662068	2.2
	"Rectosigmoid Junction"	"21051"	"Iowa"	"19"	85	3143734	2.2
	"Rectosigmoid Junction"	"21051"	"Kansas"	"20"	73	2910892	2.1
	"Rectosigmoid Junction"	"21051"	"Kentucky"	"21"	155	4455590	2.9
	"Rectosigmoid Junction"	"21051"	"Louisiana"	"22"	138	4673673	2.6
	"Rectosigmoid Junction"	"21051"	"Maine"	"23"	37	1335743	2.0
	"Rectosigmoid Junction"	"21051"	"Maryland"	"24"	150	6028186	2.2
	"Rectosigmoid Junction"	"21051"	"Massachusetts"	"25"	188	6863560	2.2
	"Rectosigmoid Junction"	"21051"	"Michigan"	"26"	239	9976752	2.0
	"Rectosigmoid Junction"	"21051"	"Minnesota"	"27"	130	5569283	2.0
	"Rectosigmoid Junction"	"21051"	"Mississippi"	"28"	87	2990674	2.4
	"Rectosigmoid Junction"	"21051"	"Missouri"	"29"	171	6111382	2.3
	"Rectosigmoid Junction"	"21051"	"Montana"	"30"	26	1053862	1.7
	"Rectosigmoid Junction"	"21051"	"Nebraska"	"31"	52	1916998	2.5
	"Rectosigmoid Junction"	"21051"	"Nevada"	"32"	81	2972097	2.4
	"Rectosigmoid Junction"	"21051"	"New Hampshire"	"33"	46	1350395	2.6
	"Rectosigmoid Junction"	"21051"	"New Jersey"	"34"	308	8888147	2.8
	"Rectosigmoid Junction"	"21051"	"New Mexico"	"35"	48	2092844	1.9
	"Rectosigmoid Junction"	"21051"	"New York"	"36"	607	19593849	2.6
	"Rectosigmoid Junction"	"21051"	"North Carolina"	"37"	252	10275758	2.0
	"Rectosigmoid Junction"	"21051"	"North Dakota"	"38"	21	756755	2.4
	"Rectosigmoid Junction"	"21051"	"Ohio"	"39"	302	11665706	2.1
	"Rectosigmoid Junction"	"21051"	"Oklahoma"	"40"	117	3933602	2.5
	"Rectosigmoid Junction"	"21051"	"Oregon"	"41"	111	4147294	2.2
	"Rectosigmoid Junction"	"21051"	"Pennsylvania"	"42"	434	12794679	2.7
	"Rectosigmoid Junction"	"21051"	"Rhode Island"	"44"	32	1056554	2.6
	"Rectosigmoid Junction"	"21051"	"South Carolina"	"45"	123	5027102	1.9
	"Rectosigmoid Junction"	"21051"	"South Dakota"	"46"	27	873732	2.5
	"Rectosigmoid Junction"	"21051"	"Tennessee"	"47"	175	6714748	2.2
	"Rectosigmoid Junction"	"21051"	"Texas"	"48"	806	28291024	2.8
	"Rectosigmoid Junction"	"21051"	"Utah"	"49"	53	3103540	2.0
	"Rectosigmoid Junction"	"21051"	"Virginia"	"51"	187	8471011	1.9
	"Rectosigmoid Junction"	"21051"	"Washington"	"53"	185	7427951	2.1
	"Rectosigmoid Junction"	"21051"	"West Virginia"	"54"	75	1818683	3.1
	"Rectosigmoid Junction"	"21051"	"Wisconsin"	"55"	149	5793147	2.1
	"Rectosigmoid Junction"	"21051"	"Wyoming"	"56"	17	579994	2.2
	"Rectum"	"21052"	"Alabama"	"01"	514	4877989	8.7
	"Rectum"	"21052"	"Alaska"	"02"	85	740983	11.8
	"Rectum"	"21052"	"Arizona"	"04"	574	7048088	6.9
	"Rectum"	"21052"	"Arkansas"	"05"	351	3003855	9.6
	"Rectum"	"21052"	"California"	"06"	3615	39337785	8.3
	"Rectum"	"21052"	"Colorado"	"08"	458	5617421	7.4
	"Rectum"	"21052"	"Connecticut"	"09"	363	3575324	8.2
	"Rectum"	"21052"	"Delaware"	"10"	95	957942	8.4
	"Rectum"	"21052"	"District of Columbia"	"11"	67	697079	10.1
	"Rectum"	"21052"	"Florida"	"12"	2062	20977089	7.3
	"Rectum"	"21052"	"Georgia"	"13"	1049	10417031	9.1
	"Rectum"	"21052"	"Hawaii"	"15"	179	1425763	10.4
	"Rectum"	"21052"	"Idaho"	"16"	156	1719745	8.1
	"Rectum"	"21052"	"Illinois"	"17"	1415	12779893	9.4
	"Rectum"	"21052"	"Indiana"	"18"	845	6662068	11.0
	"Rectum"	"21052"	"Iowa"	"19"	369	3143734	9.7
	"Rectum"	"21052"	"Kansas"	"20"	297	2910892	8.9
	"Rectum"	"21052"	"Kentucky"	"21"	579	4455590	10.6
	"Rectum"	"21052"	"Louisiana"	"22"	595	4673673	11.1
	"Rectum"	"21052"	"Maine"	"23"	157	1335743	8.4
	"Rectum"	"21052"	"Maryland"	"24"	543	6028186	7.6
	"Rectum"	"21052"	"Massachusetts"	"25"	631	6863560	7.7
	"Rectum"	"21052"	"Michigan"	"26"	1120	9976752	9.2
	"Rectum"	"21052"	"Minnesota"	"27"	581	5569283	9.0
	"Rectum"	"21052"	"Mississippi"	"28"	358	2990674	10.0
	"Rectum"	"21052"	"Missouri"	"29"	654	6111382	8.8
	"Rectum"	"21052"	"Montana"	"30"	131	1053862	10.5
	"Rectum"	"21052"	"Nebraska"	"31"	215	1916998	9.9
	"Rectum"	"21052"	"Nevada"	"32"	263	2972097	7.5
	"Rectum"	"21052"	"New Hampshire"	"33"	156	1350395	8.8
	"Rectum"	"21052"	"New Jersey"	"34"	1001	8888147	9.2
	"Rectum"	"21052"	"New Mexico"	"35"	202	2092844	8.0
	"Rectum"	"21052"	"New York"	"36"	2070	19593849	8.7
	"Rectum"	"21052"	"North Carolina"	"37"	991	10275758	8.2
	"Rectum"	"21052"	"North Dakota"	"38"	90	756755	10.8
	"Rectum"	"21052"	"Ohio"	"39"	1359	11665706	9.5
	"Rectum"	"21052"	"Oklahoma"	"40"	401	3933602	9.0
	"Rectum"	"21052"	"Oregon"	"41"	460	4147294	9.0
	"Rectum"	"21052"	"Pennsylvania"	"42"	1443	12794679	8.9
	"Rectum"	"21052"	"Rhode Island"	"44"	92	1056554	7.0
	"Rectum"	"21052"	"South Carolina"	"45"	516	5027102	8.3
	"Rectum"	"21052"	"South Dakota"	"46"	99	873732	9.7
	"Rectum"	"21052"	"Tennessee"	"47"	699	6714748	8.8
	"Rectum"	"21052"	"Texas"	"48"	2379	28291024	8.2
	"Rectum"	"21052"	"Utah"	"49"	198	3103540	7.4
	"Rectum"	"21052"	"Vermont"	"50"	82	625132	9.6
	"Rectum"	"21052"	"Virginia"	"51"	807	8471011	8.3
	"Rectum"	"21052"	"Washington"	"53"	780	7427951	9.1
	"Rectum"	"21052"	"West Virginia"	"54"	274	1818683	11.2
	"Rectum"	"21052"	"Wisconsin"	"55"	590	5793147	8.5
	"Rectum"	"21052"	"Wyoming"	"56"	49	579994	7.2
	"Anus, Anal Canal and Anorectum"	"21060"	"Alabama"	"01"	116	4877989	2.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Alaska"	"02"	16	740983	2.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Arizona"	"04"	118	7048088	1.3
	"Anus, Anal Canal and Anorectum"	"21060"	"Arkansas"	"05"	70	3003855	1.9
	"Anus, Anal Canal and Anorectum"	"21060"	"California"	"06"	777	39337785	1.7
	"Anus, Anal Canal and Anorectum"	"21060"	"Colorado"	"08"	113	5617421	1.7
	"Anus, Anal Canal and Anorectum"	"21060"	"Connecticut"	"09"	66	3575324	1.4
	"Anus, Anal Canal and Anorectum"	"21060"	"Florida"	"12"	754	20977089	2.7
	"Anus, Anal Canal and Anorectum"	"21060"	"Georgia"	"13"	259	10417031	2.3
	"Anus, Anal Canal and Anorectum"	"21060"	"Hawaii"	"15"	17	1425763	0.8
	"Anus, Anal Canal and Anorectum"	"21060"	"Idaho"	"16"	31	1719745	1.6
	"Anus, Anal Canal and Anorectum"	"21060"	"Illinois"	"17"	292	12779893	1.9
	"Anus, Anal Canal and Anorectum"	"21060"	"Indiana"	"18"	173	6662068	2.2
	"Anus, Anal Canal and Anorectum"	"21060"	"Iowa"	"19"	76	3143734	2.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Kansas"	"20"	59	2910892	1.6
	"Anus, Anal Canal and Anorectum"	"21060"	"Kentucky"	"21"	139	4455590	2.5
	"Anus, Anal Canal and Anorectum"	"21060"	"Louisiana"	"22"	108	4673673	2.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Maine"	"23"	45	1335743	2.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Maryland"	"24"	134	6028186	1.9
	"Anus, Anal Canal and Anorectum"	"21060"	"Massachusetts"	"25"	150	6863560	1.8
	"Anus, Anal Canal and Anorectum"	"21060"	"Michigan"	"26"	220	9976752	1.8
	"Anus, Anal Canal and Anorectum"	"21060"	"Minnesota"	"27"	113	5569283	1.7
	"Anus, Anal Canal and Anorectum"	"21060"	"Mississippi"	"28"	70	2990674	2.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Missouri"	"29"	157	6111382	2.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Montana"	"30"	29	1053862	2.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Nebraska"	"31"	54	1916998	2.4
	"Anus, Anal Canal and Anorectum"	"21060"	"Nevada"	"32"	61	2972097	1.7
	"Anus, Anal Canal and Anorectum"	"21060"	"New Hampshire"	"33"	37	1350395	1.9
	"Anus, Anal Canal and Anorectum"	"21060"	"New Jersey"	"34"	192	8888147	1.6
	"Anus, Anal Canal and Anorectum"	"21060"	"New Mexico"	"35"	39	2092844	1.5
	"Anus, Anal Canal and Anorectum"	"21060"	"New York"	"36"	504	19593849	2.1
	"Anus, Anal Canal and Anorectum"	"21060"	"North Carolina"	"37"	289	10275758	2.4
	"Anus, Anal Canal and Anorectum"	"21060"	"North Dakota"	"38"	18	756755	2.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Ohio"	"39"	302	11665706	2.1
	"Anus, Anal Canal and Anorectum"	"21060"	"Oklahoma"	"40"	74	3933602	1.6
	"Anus, Anal Canal and Anorectum"	"21060"	"Oregon"	"41"	124	4147294	2.3
	"Anus, Anal Canal and Anorectum"	"21060"	"Pennsylvania"	"42"	368	12794679	2.2
	"Anus, Anal Canal and Anorectum"	"21060"	"Rhode Island"	"44"	31	1056554	2.2
	"Anus, Anal Canal and Anorectum"	"21060"	"South Carolina"	"45"	126	5027102	1.9
	"Anus, Anal Canal and Anorectum"	"21060"	"Tennessee"	"47"	200	6714748	2.4
	"Anus, Anal Canal and Anorectum"	"21060"	"Texas"	"48"	456	28291024	1.6
	"Anus, Anal Canal and Anorectum"	"21060"	"Utah"	"49"	34	3103540	1.2
	"Anus, Anal Canal and Anorectum"	"21060"	"Vermont"	"50"	19	625132	2.2
	"Anus, Anal Canal and Anorectum"	"21060"	"Virginia"	"51"	166	8471011	1.7
	"Anus, Anal Canal and Anorectum"	"21060"	"Washington"	"53"	195	7427951	2.2
	"Anus, Anal Canal and Anorectum"	"21060"	"West Virginia"	"54"	61	1818683	2.6
	"Anus, Anal Canal and Anorectum"	"21060"	"Wisconsin"	"55"	127	5793147	1.8
	"Anus, Anal Canal and Anorectum"	"21060"	"Wyoming"	"56"	17	579994	2.3
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Alabama"	"01"	521	4877989	8.1
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Alaska"	"02"	76	740983	9.8
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Arizona"	"04"	721	7048088	7.9
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Arkansas"	"05"	317	3003855	8.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"California"	"06"	4474	39337785	9.8
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Colorado"	"08"	488	5617421	7.4
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Connecticut"	"09"	384	3575324	7.9
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Delaware"	"10"	118	957942	8.5
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"District of Columbia"	"11"	80	697079	11.1
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Florida"	"12"	2452	20977089	7.8
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Georgia"	"13"	986	10417031	8.2
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Hawaii"	"15"	209	1425763	11.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Idaho"	"16"	159	1719745	7.6
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Illinois"	"17"	1265	12779893	8.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Indiana"	"18"	703	6662068	8.3
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Iowa"	"19"	305	3143734	7.6
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Kansas"	"20"	269	2910892	7.3
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Kentucky"	"21"	477	4455590	8.3
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Louisiana"	"22"	591	4673673	9.8
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Maine"	"23"	122	1335743	5.8
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Maryland"	"24"	666	6028186	8.7
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Massachusetts"	"25"	775	6863560	8.7
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Michigan"	"26"	1017	9976752	7.5
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Minnesota"	"27"	585	5569283	8.6
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Mississippi"	"28"	374	2990674	9.9
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Missouri"	"29"	650	6111382	8.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Montana"	"30"	106	1053862	7.3
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Nebraska"	"31"	142	1916998	5.8
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Nevada"	"32"	283	2972097	7.7
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"New Hampshire"	"33"	111	1350395	6.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"New Jersey"	"34"	920	8888147	8.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"New Mexico"	"35"	275	2092844	10.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"New York"	"36"	2322	19593849	9.2
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"North Carolina"	"37"	1185	10275758	9.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"North Dakota"	"38"	52	756755	5.9
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Ohio"	"39"	1183	11665706	7.6
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Oklahoma"	"40"	435	3933602	8.8
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Oregon"	"41"	552	4147294	9.7
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Pennsylvania"	"42"	1601	12794679	8.9
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Rhode Island"	"44"	122	1056554	8.8
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"South Carolina"	"45"	568	5027102	8.4
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"South Dakota"	"46"	72	873732	6.7
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Tennessee"	"47"	779	6714748	9.0
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Texas"	"48"	3721	28291024	12.4
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Utah"	"49"	166	3103540	5.9
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Vermont"	"50"	57	625132	6.4
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Virginia"	"51"	798	8471011	7.5
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Washington"	"53"	857	7427951	9.2
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"West Virginia"	"54"	228	1818683	8.4
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Wisconsin"	"55"	525	5793147	6.9
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Wyoming"	"56"	54	579994	7.2
	"Liver"	"21071"	"Alabama"	"01"	455	4877989	7.0
	"Liver"	"21071"	"Alaska"	"02"	63	740983	8.0
	"Liver"	"21071"	"Arizona"	"04"	621	7048088	6.8
	"Liver"	"21071"	"Arkansas"	"05"	270	3003855	6.8
	"Liver"	"21071"	"California"	"06"	3839	39337785	8.4
	"Liver"	"21071"	"Colorado"	"08"	419	5617421	6.3
	"Liver"	"21071"	"Connecticut"	"09"	306	3575324	6.2
	"Liver"	"21071"	"Delaware"	"10"	93	957942	6.6
	"Liver"	"21071"	"District of Columbia"	"11"	71	697079	9.8
	"Liver"	"21071"	"Florida"	"12"	2094	20977089	6.7
	"Liver"	"21071"	"Georgia"	"13"	807	10417031	6.6
	"Liver"	"21071"	"Hawaii"	"15"	171	1425763	9.0
	"Liver"	"21071"	"Idaho"	"16"	132	1719745	6.2
	"Liver"	"21071"	"Illinois"	"17"	1009	12779893	6.3
	"Liver"	"21071"	"Indiana"	"18"	550	6662068	6.4
	"Liver"	"21071"	"Iowa"	"19"	235	3143734	5.8
	"Liver"	"21071"	"Kansas"	"20"	223	2910892	6.0
	"Liver"	"21071"	"Kentucky"	"21"	392	4455590	6.8
	"Liver"	"21071"	"Louisiana"	"22"	523	4673673	8.6
	"Liver"	"21071"	"Maine"	"23"	106	1335743	5.0
	"Liver"	"21071"	"Maryland"	"24"	549	6028186	7.1
	"Liver"	"21071"	"Massachusetts"	"25"	620	6863560	7.0
	"Liver"	"21071"	"Michigan"	"26"	817	9976752	5.9
	"Liver"	"21071"	"Minnesota"	"27"	435	5569283	6.3
	"Liver"	"21071"	"Mississippi"	"28"	316	2990674	8.3
	"Liver"	"21071"	"Missouri"	"29"	505	6111382	6.2
	"Liver"	"21071"	"Montana"	"30"	94	1053862	6.5
	"Liver"	"21071"	"Nebraska"	"31"	112	1916998	4.5
	"Liver"	"21071"	"Nevada"	"32"	249	2972097	6.8
	"Liver"	"21071"	"New Hampshire"	"33"	86	1350395	4.5
	"Liver"	"21071"	"New Jersey"	"34"	747	8888147	6.4
	"Liver"	"21071"	"New Mexico"	"35"	245	2092844	8.9
	"Liver"	"21071"	"New York"	"36"	1877	19593849	7.4
	"Liver"	"21071"	"North Carolina"	"37"	942	10275758	7.0
	"Liver"	"21071"	"North Dakota"	"38"	42	756755	4.7
	"Liver"	"21071"	"Ohio"	"39"	965	11665706	6.1
	"Liver"	"21071"	"Oklahoma"	"40"	399	3933602	8.0
	"Liver"	"21071"	"Oregon"	"41"	457	4147294	7.8
	"Liver"	"21071"	"Pennsylvania"	"42"	1297	12794679	7.1
	"Liver"	"21071"	"Rhode Island"	"44"	99	1056554	7.2
	"Liver"	"21071"	"South Carolina"	"45"	466	5027102	6.8
	"Liver"	"21071"	"South Dakota"	"46"	54	873732	5.1
	"Liver"	"21071"	"Tennessee"	"47"	682	6714748	7.8
	"Liver"	"21071"	"Texas"	"48"	3256	28291024	10.7
	"Liver"	"21071"	"Utah"	"49"	143	3103540	5.0
	"Liver"	"21071"	"Vermont"	"50"	46	625132	5.2
	"Liver"	"21071"	"Virginia"	"51"	672	8471011	6.3
	"Liver"	"21071"	"Washington"	"53"	694	7427951	7.4
	"Liver"	"21071"	"West Virginia"	"54"	183	1818683	6.7
	"Liver"	"21071"	"Wisconsin"	"55"	425	5793147	5.5
	"Liver"	"21071"	"Wyoming"	"56"	46	579994	5.8
	"Intrahepatic Bile Duct"	"21072"	"Alabama"	"01"	66	4877989	1.0
	"Intrahepatic Bile Duct"	"21072"	"Arizona"	"04"	100	7048088	1.1
	"Intrahepatic Bile Duct"	"21072"	"Arkansas"	"05"	47	3003855	1.2
	"Intrahepatic Bile Duct"	"21072"	"California"	"06"	635	39337785	1.4
	"Intrahepatic Bile Duct"	"21072"	"Colorado"	"08"	69	5617421	1.0
	"Intrahepatic Bile Duct"	"21072"	"Connecticut"	"09"	78	3575324	1.6
	"Intrahepatic Bile Duct"	"21072"	"Delaware"	"10"	25	957942	1.9
	"Intrahepatic Bile Duct"	"21072"	"Florida"	"12"	358	20977089	1.2
	"Intrahepatic Bile Duct"	"21072"	"Georgia"	"13"	179	10417031	1.6
	"Intrahepatic Bile Duct"	"21072"	"Hawaii"	"15"	38	1425763	2.0
	"Intrahepatic Bile Duct"	"21072"	"Idaho"	"16"	27	1719745	1.3
	"Intrahepatic Bile Duct"	"21072"	"Illinois"	"17"	256	12779893	1.7
	"Intrahepatic Bile Duct"	"21072"	"Indiana"	"18"	153	6662068	1.9
	"Intrahepatic Bile Duct"	"21072"	"Iowa"	"19"	70	3143734	1.8
	"Intrahepatic Bile Duct"	"21072"	"Kansas"	"20"	46	2910892	1.3
	"Intrahepatic Bile Duct"	"21072"	"Kentucky"	"21"	85	4455590	1.6
	"Intrahepatic Bile Duct"	"21072"	"Louisiana"	"22"	68	4673673	1.2
	"Intrahepatic Bile Duct"	"21072"	"Maine"	"23"	16	1335743	0.8
	"Intrahepatic Bile Duct"	"21072"	"Maryland"	"24"	117	6028186	1.6
	"Intrahepatic Bile Duct"	"21072"	"Massachusetts"	"25"	155	6863560	1.8
	"Intrahepatic Bile Duct"	"21072"	"Michigan"	"26"	200	9976752	1.6
	"Intrahepatic Bile Duct"	"21072"	"Minnesota"	"27"	150	5569283	2.3
	"Intrahepatic Bile Duct"	"21072"	"Mississippi"	"28"	58	2990674	1.6
	"Intrahepatic Bile Duct"	"21072"	"Missouri"	"29"	145	6111382	1.8
	"Intrahepatic Bile Duct"	"21072"	"Nebraska"	"31"	30	1916998	1.3
	"Intrahepatic Bile Duct"	"21072"	"Nevada"	"32"	34	2972097	0.9
	"Intrahepatic Bile Duct"	"21072"	"New Hampshire"	"33"	25	1350395	1.4
	"Intrahepatic Bile Duct"	"21072"	"New Jersey"	"34"	173	8888147	1.6
	"Intrahepatic Bile Duct"	"21072"	"New Mexico"	"35"	30	2092844	1.2
	"Intrahepatic Bile Duct"	"21072"	"New York"	"36"	445	19593849	1.8
	"Intrahepatic Bile Duct"	"21072"	"North Carolina"	"37"	243	10275758	1.9
	"Intrahepatic Bile Duct"	"21072"	"Ohio"	"39"	218	11665706	1.5
	"Intrahepatic Bile Duct"	"21072"	"Oklahoma"	"40"	36	3933602	0.8
	"Intrahepatic Bile Duct"	"21072"	"Oregon"	"41"	95	4147294	1.8
	"Intrahepatic Bile Duct"	"21072"	"Pennsylvania"	"42"	304	12794679	1.8
	"Intrahepatic Bile Duct"	"21072"	"Rhode Island"	"44"	23	1056554	1.6
	"Intrahepatic Bile Duct"	"21072"	"South Carolina"	"45"	102	5027102	1.6
	"Intrahepatic Bile Duct"	"21072"	"South Dakota"	"46"	18	873732	1.6
	"Intrahepatic Bile Duct"	"21072"	"Tennessee"	"47"	97	6714748	1.2
	"Intrahepatic Bile Duct"	"21072"	"Texas"	"48"	465	28291024	1.6
	"Intrahepatic Bile Duct"	"21072"	"Utah"	"49"	23	3103540	0.9
	"Intrahepatic Bile Duct"	"21072"	"Virginia"	"51"	126	8471011	1.2
	"Intrahepatic Bile Duct"	"21072"	"Washington"	"53"	163	7427951	1.8
	"Intrahepatic Bile Duct"	"21072"	"West Virginia"	"54"	45	1818683	1.7
	"Intrahepatic Bile Duct"	"21072"	"Wisconsin"	"55"	100	5793147	1.4
	"Gallbladder"	"21080"	"Alabama"	"01"	54	4877989	0.9
	"Gallbladder"	"21080"	"Arizona"	"04"	78	7048088	0.9
	"Gallbladder"	"21080"	"Arkansas"	"05"	36	3003855	0.9
	"Gallbladder"	"21080"	"California"	"06"	536	39337785	1.2
	"Gallbladder"	"21080"	"Colorado"	"08"	52	5617421	0.9
	"Gallbladder"	"21080"	"Connecticut"	"09"	46	3575324	1.0
	"Gallbladder"	"21080"	"Florida"	"12"	288	20977089	0.9
	"Gallbladder"	"21080"	"Georgia"	"13"	98	10417031	0.8
	"Gallbladder"	"21080"	"Hawaii"	"15"	20	1425763	1.0
	"Gallbladder"	"21080"	"Idaho"	"16"	17	1719745	0.8
	"Gallbladder"	"21080"	"Illinois"	"17"	195	12779893	1.3
	"Gallbladder"	"21080"	"Indiana"	"18"	76	6662068	0.9
	"Gallbladder"	"21080"	"Iowa"	"19"	39	3143734	0.9
	"Gallbladder"	"21080"	"Kansas"	"20"	28	2910892	0.8
	"Gallbladder"	"21080"	"Kentucky"	"21"	44	4455590	0.8
	"Gallbladder"	"21080"	"Louisiana"	"22"	66	4673673	1.2
	"Gallbladder"	"21080"	"Maryland"	"24"	72	6028186	1.1
	"Gallbladder"	"21080"	"Massachusetts"	"25"	89	6863560	1.0
	"Gallbladder"	"21080"	"Michigan"	"26"	131	9976752	1.0
	"Gallbladder"	"21080"	"Minnesota"	"27"	71	5569283	1.0
	"Gallbladder"	"21080"	"Mississippi"	"28"	36	2990674	1.1
	"Gallbladder"	"21080"	"Missouri"	"29"	71	6111382	0.9
	"Gallbladder"	"21080"	"Nebraska"	"31"	26	1916998	1.2
	"Gallbladder"	"21080"	"Nevada"	"32"	36	2972097	1.1
	"Gallbladder"	"21080"	"New Hampshire"	"33"	28	1350395	1.7
