"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Transverse Colon"	"21045"	"Missouri"	"29"	217	6125986	2.8
	"Transverse Colon"	"21045"	"Montana"	"30"	35	1061818	2.5
	"Transverse Colon"	"21045"	"Nebraska"	"31"	74	1925512	3.1
	"Transverse Colon"	"21045"	"New Hampshire"	"33"	41	1355064	2.3
	"Transverse Colon"	"21045"	"New Jersey"	"34"	268	8891730	2.4
	"Transverse Colon"	"21045"	"New Mexico"	"35"	56	2093754	2.1
	"Transverse Colon"	"21045"	"New York"	"36"	549	19544098	2.3
	"Transverse Colon"	"21045"	"North Carolina"	"37"	331	10391358	2.6
	"Transverse Colon"	"21045"	"North Dakota"	"38"	18	760062	2.1
	"Transverse Colon"	"21045"	"Ohio"	"39"	413	11680892	2.8
	"Transverse Colon"	"21045"	"Oklahoma"	"40"	108	3943488	2.3
	"Transverse Colon"	"21045"	"Oregon"	"41"	120	4183538	2.3
	"Transverse Colon"	"21045"	"Pennsylvania"	"42"	433	12809107	2.5
	"Transverse Colon"	"21045"	"Rhode Island"	"44"	35	1059338	2.7
	"Transverse Colon"	"21045"	"South Carolina"	"45"	168	5091702	2.7
	"Transverse Colon"	"21045"	"South Dakota"	"46"	26	879386	2.5
	"Transverse Colon"	"21045"	"Tennessee"	"47"	231	6778180	2.8
	"Transverse Colon"	"21045"	"Texas"	"48"	722	28624564	2.5
	"Transverse Colon"	"21045"	"Utah"	"49"	48	3155153	1.8
	"Transverse Colon"	"21045"	"Vermont"	"50"	24	624802	2.9
	"Transverse Colon"	"21045"	"Virginia"	"51"	224	8510920	2.2
	"Transverse Colon"	"21045"	"Washington"	"53"	200	7526793	2.3
	"Transverse Colon"	"21045"	"West Virginia"	"54"	69	1805953	2.7
	"Transverse Colon"	"21045"	"Wisconsin"	"55"	180	5809319	2.5
	"Splenic Flexure"	"21046"	"Alabama"	"01"	42	4891628	0.7
	"Splenic Flexure"	"21046"	"Arizona"	"04"	42	7164228	0.5
	"Splenic Flexure"	"21046"	"Arkansas"	"05"	39	3012161	1.1
	"Splenic Flexure"	"21046"	"California"	"06"	267	39437463	0.6
	"Splenic Flexure"	"21046"	"Colorado"	"08"	33	5697155	0.5
	"Splenic Flexure"	"21046"	"Connecticut"	"09"	24	3574561	0.5
	"Splenic Flexure"	"21046"	"Florida"	"12"	206	21254926	0.7
	"Splenic Flexure"	"21046"	"Georgia"	"13"	88	10519389	0.8
	"Splenic Flexure"	"21046"	"Illinois"	"17"	127	12724685	0.8
	"Splenic Flexure"	"21046"	"Indiana"	"18"	66	6698481	0.9
	"Splenic Flexure"	"21046"	"Iowa"	"19"	29	3149900	0.7
	"Splenic Flexure"	"21046"	"Kansas"	"20"	17	2912748	0.5
	"Splenic Flexure"	"21046"	"Kentucky"	"21"	56	4464273	1.0
	"Splenic Flexure"	"21046"	"Louisiana"	"22"	55	4664450	0.9
	"Splenic Flexure"	"21046"	"Maryland"	"24"	49	6042153	0.7
	"Splenic Flexure"	"21046"	"Massachusetts"	"25"	66	6885720	0.8
	"Splenic Flexure"	"21046"	"Michigan"	"26"	70	9987286	0.5
	"Splenic Flexure"	"21046"	"Minnesota"	"27"	51	5608762	0.8
	"Splenic Flexure"	"21046"	"Mississippi"	"28"	48	2982879	1.3
	"Splenic Flexure"	"21046"	"Missouri"	"29"	62	6125986	0.8
	"Splenic Flexure"	"21046"	"Nebraska"	"31"	22	1925512	1.1
	"Splenic Flexure"	"21046"	"New Jersey"	"34"	80	8891730	0.8
	"Splenic Flexure"	"21046"	"New York"	"36"	187	19544098	0.8
	"Splenic Flexure"	"21046"	"North Carolina"	"37"	90	10391358	0.8
	"Splenic Flexure"	"21046"	"Ohio"	"39"	98	11680892	0.7
	"Splenic Flexure"	"21046"	"Oklahoma"	"40"	27	3943488	0.6
	"Splenic Flexure"	"21046"	"Oregon"	"41"	29	4183538	0.5
	"Splenic Flexure"	"21046"	"Pennsylvania"	"42"	130	12809107	0.8
	"Splenic Flexure"	"21046"	"South Carolina"	"45"	51	5091702	0.8
	"Splenic Flexure"	"21046"	"Tennessee"	"47"	57	6778180	0.7
	"Splenic Flexure"	"21046"	"Texas"	"48"	211	28624564	0.7
	"Splenic Flexure"	"21046"	"Virginia"	"51"	54	8510920	0.6
	"Splenic Flexure"	"21046"	"Washington"	"53"	62	7526793	0.7
	"Splenic Flexure"	"21046"	"Wisconsin"	"55"	34	5809319	0.5
	"Descending Colon"	"21047"	"Alabama"	"01"	106	4891628	1.7
	"Descending Colon"	"21047"	"Arizona"	"04"	86	7164228	1.0
	"Descending Colon"	"21047"	"Arkansas"	"05"	66	3012161	1.9
	"Descending Colon"	"21047"	"California"	"06"	550	39437463	1.3
	"Descending Colon"	"21047"	"Colorado"	"08"	54	5697155	0.8
	"Descending Colon"	"21047"	"Connecticut"	"09"	64	3574561	1.4
	"Descending Colon"	"21047"	"Delaware"	"10"	22	966985	1.8
	"Descending Colon"	"21047"	"District of Columbia"	"11"	16	704147	2.4
	"Descending Colon"	"21047"	"Florida"	"12"	426	21254926	1.4
	"Descending Colon"	"21047"	"Georgia"	"13"	224	10519389	1.9
	"Descending Colon"	"21047"	"Hawaii"	"15"	34	1423102	1.7
	"Descending Colon"	"21047"	"Idaho"	"16"	21	1752074	1.1
	"Descending Colon"	"21047"	"Illinois"	"17"	228	12724685	1.5
	"Descending Colon"	"21047"	"Indiana"	"18"	120	6698481	1.5
	"Descending Colon"	"21047"	"Iowa"	"19"	62	3149900	1.6
	"Descending Colon"	"21047"	"Kansas"	"20"	46	2912748	1.3
	"Descending Colon"	"21047"	"Kentucky"	"21"	110	4464273	2.0
	"Descending Colon"	"21047"	"Louisiana"	"22"	124	4664450	2.2
	"Descending Colon"	"21047"	"Maine"	"23"	29	1340123	1.3
	"Descending Colon"	"21047"	"Maryland"	"24"	115	6042153	1.6
	"Descending Colon"	"21047"	"Massachusetts"	"25"	125	6885720	1.5
	"Descending Colon"	"21047"	"Michigan"	"26"	172	9987286	1.4
	"Descending Colon"	"21047"	"Minnesota"	"27"	119	5608762	1.8
	"Descending Colon"	"21047"	"Mississippi"	"28"	70	2982879	2.0
	"Descending Colon"	"21047"	"Missouri"	"29"	124	6125986	1.6
	"Descending Colon"	"21047"	"Nebraska"	"31"	27	1925512	1.1
	"Descending Colon"	"21047"	"New Hampshire"	"33"	25	1355064	1.2
	"Descending Colon"	"21047"	"New Jersey"	"34"	196	8891730	1.7
	"Descending Colon"	"21047"	"New Mexico"	"35"	29	2093754	1.1
	"Descending Colon"	"21047"	"New York"	"36"	381	19544098	1.6
	"Descending Colon"	"21047"	"North Carolina"	"37"	198	10391358	1.6
	"Descending Colon"	"21047"	"Ohio"	"39"	241	11680892	1.6
	"Descending Colon"	"21047"	"Oklahoma"	"40"	58	3943488	1.2
	"Descending Colon"	"21047"	"Oregon"	"41"	56	4183538	1.1
	"Descending Colon"	"21047"	"Pennsylvania"	"42"	243	12809107	1.5
	"Descending Colon"	"21047"	"Rhode Island"	"44"	17	1059338	1.2
	"Descending Colon"	"21047"	"South Carolina"	"45"	116	5091702	1.9
	"Descending Colon"	"21047"	"South Dakota"	"46"	17	879386	1.6
	"Descending Colon"	"21047"	"Tennessee"	"47"	147	6778180	1.8
	"Descending Colon"	"21047"	"Texas"	"48"	472	28624564	1.6
	"Descending Colon"	"21047"	"Utah"	"49"	23	3155153	0.8
	"Descending Colon"	"21047"	"Virginia"	"51"	131	8510920	1.3
	"Descending Colon"	"21047"	"Washington"	"53"	87	7526793	1.0
	"Descending Colon"	"21047"	"West Virginia"	"54"	39	1805953	1.6
	"Descending Colon"	"21047"	"Wisconsin"	"55"	87	5809319	1.3
	"Sigmoid Colon"	"21048"	"Alabama"	"01"	441	4891628	7.5
	"Sigmoid Colon"	"21048"	"Alaska"	"02"	68	736624	8.6
	"Sigmoid Colon"	"21048"	"Arizona"	"04"	459	7164228	5.4
	"Sigmoid Colon"	"21048"	"Arkansas"	"05"	318	3012161	8.6
	"Sigmoid Colon"	"21048"	"California"	"06"	2838	39437463	6.5
	"Sigmoid Colon"	"21048"	"Colorado"	"08"	333	5697155	5.3
	"Sigmoid Colon"	"21048"	"Connecticut"	"09"	271	3574561	6.0
	"Sigmoid Colon"	"21048"	"Delaware"	"10"	77	966985	6.0
	"Sigmoid Colon"	"21048"	"District of Columbia"	"11"	33	704147	5.2
	"Sigmoid Colon"	"21048"	"Florida"	"12"	1866	21254926	6.5
	"Sigmoid Colon"	"21048"	"Georgia"	"13"	777	10519389	6.7
	"Sigmoid Colon"	"21048"	"Hawaii"	"15"	138	1423102	8.0
	"Sigmoid Colon"	"21048"	"Idaho"	"16"	123	1752074	6.4
	"Sigmoid Colon"	"21048"	"Illinois"	"17"	1083	12724685	7.2
	"Sigmoid Colon"	"21048"	"Indiana"	"18"	550	6698481	6.9
	"Sigmoid Colon"	"21048"	"Iowa"	"19"	282	3149900	7.3
	"Sigmoid Colon"	"21048"	"Kansas"	"20"	236	2912748	7.2
	"Sigmoid Colon"	"21048"	"Kentucky"	"21"	434	4464273	8.1
	"Sigmoid Colon"	"21048"	"Louisiana"	"22"	397	4664450	7.3
	"Sigmoid Colon"	"21048"	"Maine"	"23"	112	1340123	5.8
	"Sigmoid Colon"	"21048"	"Maryland"	"24"	424	6042153	6.0
	"Sigmoid Colon"	"21048"	"Massachusetts"	"25"	489	6885720	6.0
	"Sigmoid Colon"	"21048"	"Michigan"	"26"	778	9987286	6.3
	"Sigmoid Colon"	"21048"	"Minnesota"	"27"	439	5608762	6.8
	"Sigmoid Colon"	"21048"	"Mississippi"	"28"	326	2982879	8.9
	"Sigmoid Colon"	"21048"	"Missouri"	"29"	474	6125986	6.3
	"Sigmoid Colon"	"21048"	"Montana"	"30"	84	1061818	6.4
	"Sigmoid Colon"	"21048"	"Nebraska"	"31"	147	1925512	6.7
	"Sigmoid Colon"	"21048"	"New Hampshire"	"33"	113	1355064	6.6
	"Sigmoid Colon"	"21048"	"New Jersey"	"34"	719	8891730	6.5
	"Sigmoid Colon"	"21048"	"New Mexico"	"35"	143	2093754	5.7
	"Sigmoid Colon"	"21048"	"New York"	"36"	1561	19544098	6.5
	"Sigmoid Colon"	"21048"	"North Carolina"	"37"	749	10391358	6.1
	"Sigmoid Colon"	"21048"	"North Dakota"	"38"	63	760062	7.2
	"Sigmoid Colon"	"21048"	"Ohio"	"39"	973	11680892	6.7
	"Sigmoid Colon"	"21048"	"Oklahoma"	"40"	312	3943488	6.9
	"Sigmoid Colon"	"21048"	"Oregon"	"41"	327	4183538	6.4
	"Sigmoid Colon"	"21048"	"Pennsylvania"	"42"	1122	12809107	6.6
	"Sigmoid Colon"	"21048"	"Rhode Island"	"44"	85	1059338	6.1
	"Sigmoid Colon"	"21048"	"South Carolina"	"45"	380	5091702	6.1
	"Sigmoid Colon"	"21048"	"South Dakota"	"46"	86	879386	8.5
	"Sigmoid Colon"	"21048"	"Tennessee"	"47"	582	6778180	7.1
	"Sigmoid Colon"	"21048"	"Texas"	"48"	1855	28624564	6.3
	"Sigmoid Colon"	"21048"	"Utah"	"49"	145	3155153	5.2
	"Sigmoid Colon"	"21048"	"Vermont"	"50"	47	624802	5.6
	"Sigmoid Colon"	"21048"	"Virginia"	"51"	582	8510920	5.8
	"Sigmoid Colon"	"21048"	"Washington"	"53"	529	7526793	6.2
	"Sigmoid Colon"	"21048"	"West Virginia"	"54"	225	1805953	9.1
	"Sigmoid Colon"	"21048"	"Wisconsin"	"55"	385	5809319	5.3
	"Sigmoid Colon"	"21048"	"Wyoming"	"56"	43	579054	6.2
	"Large Intestine, NOS"	"21049"	"Alabama"	"01"	233	4891628	3.9
	"Large Intestine, NOS"	"21049"	"Arizona"	"04"	252	7164228	2.8
	"Large Intestine, NOS"	"21049"	"Arkansas"	"05"	101	3012161	2.6
	"Large Intestine, NOS"	"21049"	"California"	"06"	818	39437463	1.9
	"Large Intestine, NOS"	"21049"	"Colorado"	"08"	119	5697155	2.0
	"Large Intestine, NOS"	"21049"	"Connecticut"	"09"	67	3574561	1.4
	"Large Intestine, NOS"	"21049"	"Delaware"	"10"	26	966985	2.1
	"Large Intestine, NOS"	"21049"	"District of Columbia"	"11"	21	704147	3.0
	"Large Intestine, NOS"	"21049"	"Florida"	"12"	692	21254926	2.2
	"Large Intestine, NOS"	"21049"	"Georgia"	"13"	264	10519389	2.4
	"Large Intestine, NOS"	"21049"	"Hawaii"	"15"	30	1423102	1.6
	"Large Intestine, NOS"	"21049"	"Idaho"	"16"	26	1752074	1.3
	"Large Intestine, NOS"	"21049"	"Illinois"	"17"	241	12724685	1.6
	"Large Intestine, NOS"	"21049"	"Indiana"	"18"	148	6698481	1.9
	"Large Intestine, NOS"	"21049"	"Iowa"	"19"	65	3149900	1.5
	"Large Intestine, NOS"	"21049"	"Kansas"	"20"	82	2912748	2.5
	"Large Intestine, NOS"	"21049"	"Kentucky"	"21"	118	4464273	2.2
	"Large Intestine, NOS"	"21049"	"Louisiana"	"22"	106	4664450	1.9
	"Large Intestine, NOS"	"21049"	"Maine"	"23"	36	1340123	2.0
	"Large Intestine, NOS"	"21049"	"Maryland"	"24"	166	6042153	2.3
	"Large Intestine, NOS"	"21049"	"Massachusetts"	"25"	118	6885720	1.3
	"Large Intestine, NOS"	"21049"	"Michigan"	"26"	242	9987286	1.9
	"Large Intestine, NOS"	"21049"	"Minnesota"	"27"	80	5608762	1.1
	"Large Intestine, NOS"	"21049"	"Mississippi"	"28"	106	2982879	3.1
	"Large Intestine, NOS"	"21049"	"Missouri"	"29"	176	6125986	2.3
	"Large Intestine, NOS"	"21049"	"Montana"	"30"	27	1061818	1.8
	"Large Intestine, NOS"	"21049"	"Nebraska"	"31"	61	1925512	2.6
	"Large Intestine, NOS"	"21049"	"New Hampshire"	"33"	43	1355064	2.6
	"Large Intestine, NOS"	"21049"	"New Jersey"	"34"	210	8891730	1.8
	"Large Intestine, NOS"	"21049"	"New Mexico"	"35"	64	2093754	2.3
	"Large Intestine, NOS"	"21049"	"New York"	"36"	461	19544098	1.8
	"Large Intestine, NOS"	"21049"	"North Carolina"	"37"	278	10391358	2.2
	"Large Intestine, NOS"	"21049"	"Ohio"	"39"	464	11680892	3.1
	"Large Intestine, NOS"	"21049"	"Oklahoma"	"40"	139	3943488	3.1
	"Large Intestine, NOS"	"21049"	"Oregon"	"41"	96	4183538	1.8
	"Large Intestine, NOS"	"21049"	"Pennsylvania"	"42"	395	12809107	2.2
	"Large Intestine, NOS"	"21049"	"Rhode Island"	"44"	24	1059338	1.7
	"Large Intestine, NOS"	"21049"	"South Carolina"	"45"	114	5091702	1.8
	"Large Intestine, NOS"	"21049"	"South Dakota"	"46"	23	879386	1.9
	"Large Intestine, NOS"	"21049"	"Tennessee"	"47"	200	6778180	2.5
	"Large Intestine, NOS"	"21049"	"Texas"	"48"	881	28624564	3.1
	"Large Intestine, NOS"	"21049"	"Utah"	"49"	35	3155153	1.3
	"Large Intestine, NOS"	"21049"	"Virginia"	"51"	250	8510920	2.5
	"Large Intestine, NOS"	"21049"	"Washington"	"53"	136	7526793	1.6
	"Large Intestine, NOS"	"21049"	"West Virginia"	"54"	57	1805953	2.2
	"Large Intestine, NOS"	"21049"	"Wisconsin"	"55"	135	5809319	1.8
	"Large Intestine, NOS"	"21049"	"Wyoming"	"56"	19	579054	2.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Alabama"	"01"	643	4891628	10.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Alaska"	"02"	102	736624	13.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Arizona"	"04"	792	7164228	9.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Arkansas"	"05"	419	3012161	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"California"	"06"	4681	39437463	10.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Colorado"	"08"	548	5697155	8.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Connecticut"	"09"	498	3574561	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Delaware"	"10"	109	966985	9.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"District of Columbia"	"11"	64	704147	9.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Florida"	"12"	2781	21254926	9.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Georgia"	"13"	1321	10519389	11.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Hawaii"	"15"	207	1423102	12.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Idaho"	"16"	210	1752074	10.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Illinois"	"17"	1851	12724685	12.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Indiana"	"18"	855	6698481	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Iowa"	"19"	401	3149900	10.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kansas"	"20"	377	2912748	11.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Kentucky"	"21"	803	4464273	14.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Louisiana"	"22"	729	4664450	13.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maine"	"23"	188	1340123	10.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Maryland"	"24"	775	6042153	10.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Massachusetts"	"25"	805	6885720	9.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Michigan"	"26"	1208	9987286	9.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Minnesota"	"27"	713	5608762	10.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Mississippi"	"28"	487	2982879	13.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Missouri"	"29"	861	6125986	11.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Montana"	"30"	159	1061818	11.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Nebraska"	"31"	260	1925512	11.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Hampshire"	"33"	194	1355064	10.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Jersey"	"34"	1222	8891730	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New Mexico"	"35"	274	2093754	11.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"New York"	"36"	2609	19544098	11.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Carolina"	"37"	1247	10391358	10.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"North Dakota"	"38"	99	760062	11.3
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Ohio"	"39"	1700	11680892	11.9
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oklahoma"	"40"	555	3943488	12.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Oregon"	"41"	485	4183538	9.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Pennsylvania"	"42"	1848	12809107	11.2
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Rhode Island"	"44"	128	1059338	9.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Carolina"	"45"	592	5091702	9.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"South Dakota"	"46"	112	879386	11.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Tennessee"	"47"	901	6778180	11.1
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Texas"	"48"	3483	28624564	11.7
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Utah"	"49"	255	3155153	9.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Vermont"	"50"	72	624802	9.0
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Virginia"	"51"	976	8510920	9.6
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Washington"	"53"	904	7526793	10.5
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"West Virginia"	"54"	320	1805953	13.4
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wisconsin"	"55"	764	5809319	10.8
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Wyoming"	"56"	93	579054	13.4
	"Rectosigmoid Junction"	"21051"	"Alabama"	"01"	127	4891628	2.1
	"Rectosigmoid Junction"	"21051"	"Alaska"	"02"	38	736624	4.4
	"Rectosigmoid Junction"	"21051"	"Arizona"	"04"	210	7164228	2.5
	"Rectosigmoid Junction"	"21051"	"Arkansas"	"05"	93	3012161	2.5
	"Rectosigmoid Junction"	"21051"	"California"	"06"	935	39437463	2.1
	"Rectosigmoid Junction"	"21051"	"Colorado"	"08"	121	5697155	2.0
	"Rectosigmoid Junction"	"21051"	"Connecticut"	"09"	105	3574561	2.3
	"Rectosigmoid Junction"	"21051"	"Delaware"	"10"	31	966985	2.7
	"Rectosigmoid Junction"	"21051"	"Florida"	"12"	657	21254926	2.3
	"Rectosigmoid Junction"	"21051"	"Georgia"	"13"	303	10519389	2.6
	"Rectosigmoid Junction"	"21051"	"Hawaii"	"15"	50	1423102	2.9
	"Rectosigmoid Junction"	"21051"	"Idaho"	"16"	39	1752074	2.0
	"Rectosigmoid Junction"	"21051"	"Illinois"	"17"	378	12724685	2.5
	"Rectosigmoid Junction"	"21051"	"Indiana"	"18"	177	6698481	2.3
	"Rectosigmoid Junction"	"21051"	"Iowa"	"19"	79	3149900	2.1
	"Rectosigmoid Junction"	"21051"	"Kansas"	"20"	77	2912748	2.2
	"Rectosigmoid Junction"	"21051"	"Kentucky"	"21"	157	4464273	2.8
	"Rectosigmoid Junction"	"21051"	"Louisiana"	"22"	123	4664450	2.3
	"Rectosigmoid Junction"	"21051"	"Maine"	"23"	42	1340123	2.3
	"Rectosigmoid Junction"	"21051"	"Maryland"	"24"	161	6042153	2.2
	"Rectosigmoid Junction"	"21051"	"Massachusetts"	"25"	152	6885720	1.8
	"Rectosigmoid Junction"	"21051"	"Michigan"	"26"	233	9987286	1.9
	"Rectosigmoid Junction"	"21051"	"Minnesota"	"27"	116	5608762	1.7
	"Rectosigmoid Junction"	"21051"	"Mississippi"	"28"	94	2982879	2.8
	"Rectosigmoid Junction"	"21051"	"Missouri"	"29"	168	6125986	2.2
	"Rectosigmoid Junction"	"21051"	"Montana"	"30"	35	1061818	2.5
	"Rectosigmoid Junction"	"21051"	"Nebraska"	"31"	60	1925512	2.8
	"Rectosigmoid Junction"	"21051"	"New Hampshire"	"33"	38	1355064	2.1
	"Rectosigmoid Junction"	"21051"	"New Jersey"	"34"	296	8891730	2.6
	"Rectosigmoid Junction"	"21051"	"New Mexico"	"35"	60	2093754	2.5
	"Rectosigmoid Junction"	"21051"	"New York"	"36"	594	19544098	2.5
	"Rectosigmoid Junction"	"21051"	"North Carolina"	"37"	250	10391358	2.0
	"Rectosigmoid Junction"	"21051"	"Ohio"	"39"	337	11680892	2.4
	"Rectosigmoid Junction"	"21051"	"Oklahoma"	"40"	125	3943488	2.7
	"Rectosigmoid Junction"	"21051"	"Oregon"	"41"	103	4183538	2.0
	"Rectosigmoid Junction"	"21051"	"Pennsylvania"	"42"	376	12809107	2.2
	"Rectosigmoid Junction"	"21051"	"Rhode Island"	"44"	34	1059338	2.6
	"Rectosigmoid Junction"	"21051"	"South Carolina"	"45"	112	5091702	1.9
	"Rectosigmoid Junction"	"21051"	"South Dakota"	"46"	17	879386	1.8
	"Rectosigmoid Junction"	"21051"	"Tennessee"	"47"	197	6778180	2.4
	"Rectosigmoid Junction"	"21051"	"Texas"	"48"	835	28624564	2.8
	"Rectosigmoid Junction"	"21051"	"Utah"	"49"	51	3155153	1.8
	"Rectosigmoid Junction"	"21051"	"Virginia"	"51"	180	8510920	1.8
	"Rectosigmoid Junction"	"21051"	"Washington"	"53"	188	7526793	2.2
	"Rectosigmoid Junction"	"21051"	"West Virginia"	"54"	53	1805953	2.2
	"Rectosigmoid Junction"	"21051"	"Wisconsin"	"55"	158	5809319	2.2
	"Rectosigmoid Junction"	"21051"	"Wyoming"	"56"	25	579054	3.4
	"Rectum"	"21052"	"Alabama"	"01"	516	4891628	8.7
	"Rectum"	"21052"	"Alaska"	"02"	64	736624	9.0
	"Rectum"	"21052"	"Arizona"	"04"	582	7164228	6.8
	"Rectum"	"21052"	"Arkansas"	"05"	326	3012161	8.6
	"Rectum"	"21052"	"California"	"06"	3746	39437463	8.5
	"Rectum"	"21052"	"Colorado"	"08"	427	5697155	6.9
	"Rectum"	"21052"	"Connecticut"	"09"	393	3574561	8.8
	"Rectum"	"21052"	"Delaware"	"10"	78	966985	6.2
	"Rectum"	"21052"	"District of Columbia"	"11"	52	704147	7.6
	"Rectum"	"21052"	"Florida"	"12"	2124	21254926	7.3
	"Rectum"	"21052"	"Georgia"	"13"	1018	10519389	8.7
	"Rectum"	"21052"	"Hawaii"	"15"	157	1423102	9.1
	"Rectum"	"21052"	"Idaho"	"16"	171	1752074	8.6
	"Rectum"	"21052"	"Illinois"	"17"	1473	12724685	9.8
	"Rectum"	"21052"	"Indiana"	"18"	678	6698481	8.7
	"Rectum"	"21052"	"Iowa"	"19"	322	3149900	8.8
	"Rectum"	"21052"	"Kansas"	"20"	300	2912748	9.0
	"Rectum"	"21052"	"Kentucky"	"21"	646	4464273	12.0
	"Rectum"	"21052"	"Louisiana"	"22"	606	4664450	11.3
	"Rectum"	"21052"	"Maine"	"23"	146	1340123	8.4
	"Rectum"	"21052"	"Maryland"	"24"	614	6042153	8.6
	"Rectum"	"21052"	"Massachusetts"	"25"	653	6885720	7.8
	"Rectum"	"21052"	"Michigan"	"26"	975	9987286	7.8
	"Rectum"	"21052"	"Minnesota"	"27"	597	5608762	9.1
	"Rectum"	"21052"	"Mississippi"	"28"	393	2982879	11.1
	"Rectum"	"21052"	"Missouri"	"29"	693	6125986	9.2
	"Rectum"	"21052"	"Montana"	"30"	124	1061818	9.4
	"Rectum"	"21052"	"Nebraska"	"31"	200	1925512	9.1
	"Rectum"	"21052"	"New Hampshire"	"33"	156	1355064	8.8
	"Rectum"	"21052"	"New Jersey"	"34"	926	8891730	8.4
	"Rectum"	"21052"	"New Mexico"	"35"	214	2093754	8.9
	"Rectum"	"21052"	"New York"	"36"	2015	19544098	8.5
	"Rectum"	"21052"	"North Carolina"	"37"	997	10391358	8.0
	"Rectum"	"21052"	"North Dakota"	"38"	85	760062	9.9
	"Rectum"	"21052"	"Ohio"	"39"	1363	11680892	9.5
	"Rectum"	"21052"	"Oklahoma"	"40"	430	3943488	9.5
	"Rectum"	"21052"	"Oregon"	"41"	382	4183538	7.5
	"Rectum"	"21052"	"Pennsylvania"	"42"	1472	12809107	8.9
	"Rectum"	"21052"	"Rhode Island"	"44"	94	1059338	6.8
	"Rectum"	"21052"	"South Carolina"	"45"	480	5091702	7.6
	"Rectum"	"21052"	"South Dakota"	"46"	95	879386	9.3
	"Rectum"	"21052"	"Tennessee"	"47"	704	6778180	8.7
	"Rectum"	"21052"	"Texas"	"48"	2648	28624564	8.9
	"Rectum"	"21052"	"Utah"	"49"	204	3155153	7.2
	"Rectum"	"21052"	"Vermont"	"50"	57	624802	6.9
	"Rectum"	"21052"	"Virginia"	"51"	796	8510920	7.9
	"Rectum"	"21052"	"Washington"	"53"	716	7526793	8.4
	"Rectum"	"21052"	"West Virginia"	"54"	267	1805953	11.2
	"Rectum"	"21052"	"Wisconsin"	"55"	606	5809319	8.6
	"Rectum"	"21052"	"Wyoming"	"56"	68	579054	10.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Alabama"	"01"	120	4891628	2.0
	"Anus, Anal Canal and Anorectum"	"21060"	"Alaska"	"02"	19	736624	2.8
